model,model_id,sample_position,video_id,question_index,condition,generation_step,module,layer,head,input_attention,generated_history_attention,video_attention,video_source_share,audio_attention,audio_source_share,transcription_attention,transcription_source_share,question_attention,question_source_share,other_text_attention,other_text_source_share,generated_token_id,generated_token
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,15,model.language_model.layers.35.self_attn,35,14,0.9967049360275269,0.0032950639724731445,0.9798526167869568,0.9830919677113903,0.0,0.0,0.009339130483567715,0.00937000525028983,0.00023868907010182738,0.00023947816597873786,0.00727443490177393,0.007298483873037652,94237, सेकेंड
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,15,model.language_model.layers.35.self_attn,35,15,0.006110901944339275,0.9938890933990479,0.00605000089854002,0.9900340332157236,0.0,0.0,1.3068965927232057e-05,0.0021386312603720076,1.741997493809322e-06,0.00028506389231510907,4.609013194567524e-05,0.007542279742906039,94237, सेकेंड
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,15,model.language_model.layers.41.self_attn,41,0,0.99669349193573,0.0033065080642700195,0.8989557027816772,0.9019379679461625,0.0,0.0,0.023022646084427834,0.023099023190885255,0.0011594423558562994,0.0011632887795870789,0.07355567812919617,0.07379969742386888,94237, सेकेंड
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,15,model.language_model.layers.41.self_attn,41,1,0.9830731153488159,0.016926884651184082,0.8187021613121033,0.8327988514075169,0.0,0.0,0.10142715275287628,0.10317355969691806,0.004404107108712196,0.004479938511134569,0.05853965878486633,0.05954761438481122,94237, सेकेंड
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,15,model.language_model.layers.41.self_attn,41,2,0.9936251044273376,0.0063748955726623535,0.9231597781181335,0.9290825825603352,0.0,0.0,0.04326226934790611,0.04353983122521822,0.0018295433837920427,0.0018412813601830997,0.025373514741659164,0.025536306025885733,94237, सेकेंड
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,15,model.language_model.layers.41.self_attn,41,3,0.9929651618003845,0.0070348381996154785,0.8852168917655945,0.8914883681926692,0.0,0.0,0.052614811807870865,0.05298757079500439,0.0034974105656147003,0.0035221885924712672,0.05163602530956268,0.05200184990975852,94237, सेकेंड
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,15,model.language_model.layers.41.self_attn,41,4,0.998653769493103,0.0013462305068969727,0.9492799639701843,0.9505596363512653,0.0,0.0,0.02853531949222088,0.028573786395163607,0.0003773010685108602,0.0003778096874378903,0.02046121656894684,0.020488799215500432,94237, सेकेंड
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,15,model.language_model.layers.41.self_attn,41,5,0.9944252371788025,0.00557476282119751,0.8771076202392578,0.8820246987371556,0.0,0.0,0.06003129854798317,0.060367834909633586,0.0014360904460772872,0.0014441411906957378,0.05585021525621414,0.05616331240210872,94237, सेकेंड
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,15,model.language_model.layers.41.self_attn,41,6,0.9978084564208984,0.0021915435791015625,0.9632916450500488,0.9654073773891834,0.0,0.0,0.0047516305930912495,0.00476206687016381,0.0003318735398352146,0.0003326024526046137,0.029433302581310272,0.029497948621207748,94237, सेकेंड
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,15,model.language_model.layers.41.self_attn,41,7,0.9984952807426453,0.0015047192573547363,0.8565756678581238,0.8578665161251772,0.0,0.0,0.05378993600606918,0.053870996732265114,0.0015732769388705492,0.0015756478465280294,0.08655642718076706,0.08668686657826712,94237, सेकेंड
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,15,model.language_model.layers.41.self_attn,41,8,0.9991700649261475,0.0008299350738525391,0.9592838883399963,0.9600806929808298,0.0,0.0,0.0035085082054138184,0.0035114224580708848,0.00024124215997289866,0.00024144254160649798,0.036136478185653687,0.036166494027545425,94237, सेकेंड
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,15,model.language_model.layers.41.self_attn,41,9,0.9787824749946594,0.021217525005340576,0.9582915306091309,0.9790648638394958,0.0,0.0,0.0020978550892323256,0.0021433312741360355,0.00018493244715500623,0.00018894131421388116,0.018208172172307968,0.018602879227488538,94237, सेकेंड
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,15,model.language_model.layers.41.self_attn,41,10,0.9931948184967041,0.0068051815032958984,0.8204211592674255,0.8260425286040174,0.0,0.0,0.09500332921743393,0.09565427391297772,0.023223895579576492,0.023383021283506184,0.054546453058719635,0.054920194953575106,94237, सेकेंड
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,15,model.language_model.layers.41.self_attn,41,11,0.9904896020889282,0.009510397911071777,0.9106281995773315,0.9193717911392809,0.0,0.0,0.057749051600694656,0.05830354147979216,0.0007436915766447783,0.0007508322904918371,0.021368663758039474,0.021573839556693248,94237, सेकेंड
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,15,model.language_model.layers.41.self_attn,41,12,0.9772546291351318,0.022745370864868164,0.8116682767868042,0.8305596643784935,0.0,0.0,0.048100560903549194,0.04922009010703596,0.0006498730508610606,0.0006649986927523656,0.11683590710163116,0.1195552352666067,94237, सेकेंड
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,15,model.language_model.layers.41.self_attn,41,13,0.9942087531089783,0.0057912468910217285,0.9226990938186646,0.9280737983178113,0.0,0.0,0.012868095189332962,0.012943051596652409,0.0002900546824093908,0.00029174424536332463,0.05835149437189102,0.058691390705845996,94237, सेकेंड
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,15,model.language_model.layers.41.self_attn,41,14,0.9998422265052795,0.00015777349472045898,0.9896596670150757,0.9898158337182911,0.0,0.0,0.00582474609836936,0.005825665233932389,0.000294782075798139,0.00029482859193543217,0.004062992054969072,0.004063633188578496,94237, सेकेंड
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,15,model.language_model.layers.41.self_attn,41,15,0.9957566261291504,0.004243373870849609,0.9422986507415771,0.9463142157583396,0.0,0.0,0.03069598227739334,0.03082679188058152,0.0029516539070755243,0.002964232252764033,0.019810296595096588,0.019894717318734847,94237, सेकेंड
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,15,model.language_model.layers.47.self_attn,47,0,0.9999646544456482,3.534555435180664e-05,0.994451642036438,0.9944867927234223,0.0,0.0,0.0015867088222876191,0.0015867649073728963,3.151314376736991e-05,3.151425765627676e-05,0.0038947276771068573,0.003894865343281541,94237, सेकेंड
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,15,model.language_model.layers.47.self_attn,47,1,0.9997106790542603,0.0002893209457397461,0.9846299886703491,0.9849149451937658,0.0,0.0,0.0063084810972213745,0.006310306801152992,0.0012142767664045095,0.0012146281837793628,0.0075579313561320305,0.007560118656811724,94237, सेकेंड
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,15,model.language_model.layers.47.self_attn,47,2,0.9987685680389404,0.0012314319610595703,0.963326096534729,0.9645138296914951,0.0,0.0,0.01582537218928337,0.015844884085966113,0.0023002976085990667,0.002303133761123109,0.017316780984401703,0.017338131713939307,94237, सेकेंड
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,15,model.language_model.layers.47.self_attn,47,3,0.9999058842658997,9.41157341003418e-05,0.9966225624084473,0.9967163691012151,0.0,0.0,0.0015224473318085074,0.0015225906315435294,0.00016404202324338257,0.00016405746363200695,0.0015968678053468466,0.0015970181098786294,94237, सेकेंड
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,15,model.language_model.layers.47.self_attn,47,4,0.9998522996902466,0.00014770030975341797,0.9825046062469482,0.9826497439185041,0.0,0.0,0.004342066124081612,0.00434270754333093,0.0002060795814031735,0.0002061100239175494,0.01279953308403492,0.012801423858304076,94237, सेकेंड
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,15,model.language_model.layers.47.self_attn,47,5,0.5575997829437256,0.4424002170562744,0.43869858980178833,0.7867624830945512,0.0,0.0,0.033879850059747696,0.06076015647080504,0.01437394879758358,0.025778253932775,0.07064740359783173,0.12669912320421697,94237, सेकेंड
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,15,model.language_model.layers.47.self_attn,47,6,0.9997398853302002,0.0002601146697998047,0.9968199133872986,0.9970792683319449,0.0,0.0,0.0011510488111525774,0.0011513482937338265,2.6359508410678245e-05,2.636636668944349e-05,0.0017426256090402603,0.0017430790094612413,94237, सेकेंड
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,15,model.language_model.layers.47.self_attn,47,7,0.9985499978065491,0.0014500021934509277,0.9862672090530396,0.9876993753137145,0.0,0.0,0.003796803764998913,0.003802317133182223,0.000256153114605695,0.00025652507652933773,0.008229798637330532,0.008241749191736421,94237, सेकेंड
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,15,model.language_model.layers.47.self_attn,47,8,0.9929075837135315,0.007092416286468506,0.9598125219345093,0.9666685376143016,0.0,0.0,0.007446762640029192,0.007499955446183492,0.0003150271368212998,0.00031727740022196243,0.025333311408758163,0.02551426922736366,94237, सेकेंड
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,15,model.language_model.layers.47.self_attn,47,9,0.9995450377464294,0.00045496225357055664,0.9930826425552368,0.9935346633246634,0.0,0.0,0.002122171688824892,0.0021231376363085473,0.00013555306941270828,0.00013561476901363618,0.004204682074487209,0.004206595916845398,94237, सेकेंड
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,15,model.language_model.layers.47.self_attn,47,10,0.9998998045921326,0.00010019540786743164,0.9941589832305908,0.9942586033768819,0.0,0.0,0.002421716460958123,0.002421959130141006,0.0005457601509988308,0.0005458148391392584,0.0027733342722058296,0.0027736121754090106,94237, सेकेंड
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,15,model.language_model.layers.47.self_attn,47,11,0.998444139957428,0.0015558600425720215,0.976360559463501,0.9778820070045495,0.0,0.0,0.003198645543307066,0.003203629943126764,0.0009549349779263139,0.0009564230383154242,0.017930051311850548,0.017957991433166263,94237, सेकेंड
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,15,model.language_model.layers.47.self_attn,47,12,0.999801754951477,0.00019824504852294922,0.9932495355606079,0.9934464814065193,0.0,0.0,0.0017929512541741133,0.0017933067683614237,0.00027315347688272595,0.00027320763894436533,0.004486093297600746,0.004486982819727565,94237, सेकेंड
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,15,model.language_model.layers.47.self_attn,47,13,0.9734286069869995,0.02657139301300049,0.7904652953147888,0.8120423928791993,0.0,0.0,0.10111577063798904,0.10387589794691485,0.014062484726309776,0.014446344216076224,0.06778505444526672,0.06963536304432033,94237, सेकेंड
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,15,model.language_model.layers.47.self_attn,47,14,0.9818075299263,0.01819247007369995,0.9424258470535278,0.9598885915290053,0.0,0.0,0.024507276713848114,0.02496138598131119,0.003965950571000576,0.0040394379245576595,0.010908445343375206,0.01111057413075051,94237, सेकेंड
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,15,model.language_model.layers.47.self_attn,47,15,0.9986364841461182,0.001363515853881836,0.961449146270752,0.962761887367691,0.0,0.0,0.006137301214039326,0.006145680947444066,0.00038092597969807684,0.0003814460874857649,0.03066912293434143,0.030710997866821372,94237, सेकेंड
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,16,model.language_model.layers.5.self_attn,5,0,0.8819911479949951,0.11800885200500488,0.597507119178772,0.6774525124623615,0.0,0.0,0.11479738354682922,0.1301570699522266,0.013307211920619011,0.01508769328453002,0.15637949109077454,0.17730278976865868,39546,වා
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,16,model.language_model.layers.5.self_attn,5,1,0.9199137687683105,0.08008623123168945,0.620055079460144,0.6740360895895136,0.0,0.0,0.03159790486097336,0.034348768258225304,0.005485891364514828,0.005963484351212601,0.26277485489845276,0.28565161629256497,39546,වා
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,16,model.language_model.layers.5.self_attn,5,2,0.37409794330596924,0.6259020566940308,0.2760794758796692,0.7379871523481427,0.0,0.0,0.013049712404608727,0.03488314394162696,0.0028725136071443558,0.007678506814978581,0.08209621906280518,0.21945113714688316,39546,වා
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,16,model.language_model.layers.5.self_attn,5,3,0.9738014936447144,0.026198506355285645,0.4170241355895996,0.4282434749907545,0.0,0.0,0.009902806021273136,0.01016922451434041,0.005057644098997116,0.005193711584963298,0.5418169498443604,0.5563936319469633,39546,වා
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,16,model.language_model.layers.5.self_attn,5,4,0.9801343679428101,0.01986563205718994,0.8236792087554932,0.8403737647566646,0.0,0.0,0.001573622808791697,0.0016055174272631121,0.0014870906015858054,0.0015172313615601895,0.1533944308757782,0.15650347125133013,39546,වා
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,16,model.language_model.layers.5.self_attn,5,5,1.0,0.0,0.023346245288848877,0.023346245288848877,0.0,0.0,8.776936122334433e-11,8.776936122334433e-11,2.8911066249359685e-12,2.8911066249359685e-12,0.9766537547111511,0.9766537547111511,39546,වා
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,16,model.language_model.layers.5.self_attn,5,6,0.9659252166748047,0.03407478332519531,0.8294088244438171,0.8586677416902471,0.0,0.0,0.07966170459985733,0.08247191731270104,0.00825713761150837,0.008548423282636254,0.0485975407063961,0.05031190807264876,39546,වා
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,16,model.language_model.layers.5.self_attn,5,7,0.8520650863647461,0.1479349136352539,0.3661814332008362,0.4297575843215383,0.0,0.0,0.254829078912735,0.29907231617708785,0.03197221830487251,0.03752321133269163,0.19908230006694794,0.23364682258759534,39546,වා
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,16,model.language_model.layers.5.self_attn,5,8,0.7442352771759033,0.2557647228240967,0.1716320812702179,0.23061535314678705,0.0,0.0,0.09585797041654587,0.1288006271085285,0.013129981234669685,0.017642245184201818,0.46361520886421204,0.6229417270079695,39546,වා
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,16,model.language_model.layers.5.self_attn,5,9,0.931790828704834,0.06820917129516602,0.31510716676712036,0.3381737156665423,0.0,0.0,0.12948313355445862,0.1389615883367697,0.018206337466835976,0.019539082062164457,0.4689941704273224,0.5033255919455792,39546,වා
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,16,model.language_model.layers.5.self_attn,5,10,0.1560325175523758,0.8439674973487854,0.021900326013565063,0.1403574482877502,0.0,0.0,0.046705279499292374,0.2993304231191085,0.016709156334400177,0.10708765452554707,0.07071775943040848,0.45322449794268355,39546,වා
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,16,model.language_model.layers.5.self_attn,5,11,0.010762572288513184,0.9892374277114868,0.0017019702354446054,0.1581378679575612,0.0,0.0,0.0025946723762899637,0.2410829220686619,0.0014372528530657291,0.13354176069968876,0.005028676241636276,0.4672373951906782,39546,වා
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,16,model.language_model.layers.5.self_attn,5,12,0.9702436327934265,0.029756367206573486,0.742458701133728,0.7652291404336421,0.0,0.0,0.0040144179947674274,0.004137536036396884,3.2724183256505057e-06,3.3727800060165225e-06,0.2237672060728073,0.230629914497413,39546,වා
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,16,model.language_model.layers.5.self_attn,5,13,0.9118447303771973,0.08815526962280273,0.28123825788497925,0.30842779314921426,0.0,0.0,0.13021919131278992,0.14280851440455541,0.004416048061102629,0.004842982488121491,0.4959712624549866,0.5439207421309779,39546,වා
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,16,model.language_model.layers.5.self_attn,5,14,0.0003956134314648807,0.9996044039726257,0.0002650983806233853,0.670094490072738,0.0,0.0,1.3443225725495722e-05,0.03398071110911992,1.6377643987652846e-05,0.041398098964965796,0.00010069414565805346,0.2545266101942048,39546,වා
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,16,model.language_model.layers.5.self_attn,5,15,1.000000238418579,0.0,0.0005152784870006144,0.000515278364148679,0.0,0.0,1.8329384943172045e-07,1.8329380573107174e-07,2.144513544521942e-08,2.1445130332301917e-08,0.9994847178459167,0.9994844795502473,39546,වා
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,16,model.language_model.layers.11.self_attn,11,0,0.9999676942825317,3.230571746826172e-05,0.9731212854385376,0.9731527238354873,0.0,0.0,0.009859505109488964,0.009859823638165706,0.0009503137553110719,0.0009503444568705931,0.016036543995141983,0.016037062083938687,39546,වා
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,16,model.language_model.layers.11.self_attn,11,1,0.967462956905365,0.03253704309463501,0.9414892792701721,0.973152793654989,0.0,0.0,0.009539014659821987,0.009859824184209123,0.0009194231242872775,0.0009503445250537002,0.015515265055000782,0.016037063687306067,39546,වා
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,16,model.language_model.layers.11.self_attn,11,2,0.9038376808166504,0.09616231918334961,0.8795721530914307,0.9731527814780914,0.0,0.0,0.008911680430173874,0.009859823969854681,0.0008589571807533503,0.0009503445131621986,0.014494902454316616,0.016037063691812386,39546,වා
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,16,model.language_model.layers.11.self_attn,11,3,0.9999798536300659,2.014636993408203e-05,0.9731331467628479,0.9731527522581973,0.0,0.0,0.00985962525010109,0.009859823889760658,0.0009503253386355937,0.0009503444846271458,0.0160367414355278,0.016037064524162363,39546,වා
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,16,model.language_model.layers.11.self_attn,11,4,0.000344366068020463,0.9996556043624878,0.0003351207706145942,0.9731527050298132,0.0,0.0,3.3953886031667935e-06,0.009859823363796203,3.2726637755331467e-07,0.000950344438505677,5.522620085685048e-06,0.016037062296616524,39546,වා
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,16,model.language_model.layers.11.self_attn,11,5,0.9874568581581116,0.012543141841888428,0.9609463810920715,0.9731527743748829,0.0,0.0,0.009736151434481144,0.0098598246131399,0.0009384242002852261,0.0009503445062254716,0.01583590731024742,0.016037062459402937,39546,වා
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,16,model.language_model.layers.11.self_attn,11,6,0.7277703285217285,0.2722296714782715,0.7082316875457764,0.973152737601106,0.0,0.0,0.007175687234848738,0.009859823839512987,0.0006916325073689222,0.0009503444703135801,0.011671299114823341,0.016037063696359367,39546,වා
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,16,model.language_model.layers.11.self_attn,11,7,6.2389298172149665e-09,1.0,6.071431801757399e-09,0.9731527649188497,0.0,0.0,6.15147516258574e-11,0.009859824269239391,5.92913261890371e-12,0.0009503444969910642,1.0005411776869977e-10,0.016037064160045886,39546,වා
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,16,model.language_model.layers.11.self_attn,11,8,2.1994951637793747e-08,1.0,2.1404447991812958e-08,0.973152764520467,0.0,0.0,2.1686635820472588e-10,0.009859824280408337,2.0902781242004842e-11,0.0009503444966020185,3.5273442500205476e-10,0.016037062995671883,39546,වා
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,16,model.language_model.layers.11.self_attn,11,9,2.928644956753934e-12,1.0,2.8500190488861543e-12,0.9731528030782783,0.0,0.0,2.887592576617144e-14,0.009859824660404408,2.783221727427885e-15,0.0009503445342561312,4.6966865618024156e-14,0.016037063663081073,39546,වා
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,16,model.language_model.layers.11.self_attn,11,10,5.384112000683672e-07,0.999999463558197,5.239563165559957e-07,0.9731527064991665,0.0,0.0,5.308639750012389e-09,0.009859824144331137,5.116760903867146e-10,0.0009503444399405923,8.634534864881971e-09,0.016037063983411863,39546,වා
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,16,model.language_model.layers.11.self_attn,11,11,0.9999999403953552,5.960464477539063e-08,0.973152756690979,0.9731528146954068,0.0,0.0,0.009859823621809483,0.009859824209500802,0.0009503444889560342,0.0009503445456009832,0.016037065535783768,0.016037066491667418,39546,වා
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,16,model.language_model.layers.11.self_attn,11,12,0.9958652853965759,0.004134714603424072,0.9691290855407715,0.9731527946120168,0.0,0.0,0.00981905683875084,0.009859824398679256,0.0009464151225984097,0.0009503445259882976,0.015970755368471146,0.01603706405140052,39546,වා
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,16,model.language_model.layers.11.self_attn,11,13,0.922575056552887,0.07742494344711304,0.8978064060211182,0.9731526986819755,0.0,0.0,0.009096426889300346,0.009859823138171837,0.0008767640683799982,0.0009503444323066167,0.0147953936830163,0.016037062326720457,39546,වා
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,16,model.language_model.layers.11.self_attn,11,14,1.9590594424467866e-10,1.0,1.9064641532118287e-10,0.973152785415603,0.0,0.0,1.931598544308022e-12,0.009859826110715317,1.8617813996209265e-13,0.0009503445170074248,3.1417559526181194e-12,0.016037062911650052,39546,වා
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,16,model.language_model.layers.11.self_attn,11,15,4.0722811234239487e-10,1.0,3.96295163351823e-10,0.9731527646073229,0.0,0.0,4.015197462708953e-12,0.009859823870246462,3.8700699546076467e-13,0.0009503444966868388,6.530742960308977e-12,0.016037063165270794,39546,වා
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,16,model.language_model.layers.17.self_attn,17,0,0.9907214045524597,0.009278595447540283,0.9641232490539551,0.9731527396336815,0.0,0.0,0.00976833887398243,0.009859824193861137,0.000941526610404253,0.0009503444722985171,0.015888262540102005,0.01603706396883515,39546,වා
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,16,model.language_model.layers.17.self_attn,17,1,0.9844443202018738,0.01555567979812622,0.958014726638794,0.9731527796740601,0.0,0.0,0.009706447832286358,0.009859824098833663,0.0009355612564831972,0.0009503445114004493,0.015787595883011818,0.01603706330468173,39546,වා
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,16,model.language_model.layers.17.self_attn,17,2,1.5730269069536007e-06,0.9999984502792358,1.5307955436583143e-06,0.9731528029758412,0.0,0.0,1.5509769468735612e-08,0.009859824647737638,1.4949175231038225e-09,0.0009503445341560949,2.5226732702776644e-08,0.016037063696279642,39546,වා
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,16,model.language_model.layers.17.self_attn,17,3,0.9989341497421265,0.0010658502578735352,0.9721155762672424,0.9731528114422685,0.0,0.0,0.00984931644052267,0.009859825538115059,0.0009493316174484789,0.0009503445424240903,0.016019970178604126,0.01603706328664373,39546,වා
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,16,model.language_model.layers.17.self_attn,17,4,0.9996233582496643,0.00037664175033569336,0.9727862477302551,0.9731527776957906,0.0,0.0,0.009856111370027065,0.00985982499176997,0.0009499865700490773,0.0009503445094685455,0.016031023114919662,0.016037063342527236,39546,වා
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,16,model.language_model.layers.17.self_attn,17,5,0.9999955892562866,4.410743713378906e-06,0.9731484651565552,0.9731527574839625,0.0,0.0,0.009859781712293625,0.009859825201455646,0.0009503402980044484,0.0009503444897304321,0.016036992892622948,0.016037063628000527,39546,වා
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,16,model.language_model.layers.17.self_attn,17,6,0.633008599281311,0.36699140071868896,0.6160140037536621,0.9731526624647061,0.0,0.0,0.00624135322868824,0.009859823761911586,0.0006015761755406857,0.0009503443969381896,0.010151597671210766,0.016037061238562043,39546,වා
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,16,model.language_model.layers.17.self_attn,17,7,0.018850844353437424,0.9811491370201111,0.018344750627875328,0.9731527290728592,0.0,0.0,0.00018586601072456688,0.00985982416701003,1.79147955350345e-05,0.0009503444619852141,0.00030231213895604014,0.01603706090230987,39546,වා
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,16,model.language_model.layers.17.self_attn,17,8,0.9421787858009338,0.05782121419906616,0.9168838858604431,0.9731527600475659,0.0,0.0,0.009289717301726341,0.009859824315434225,0.000895394419785589,0.0009503444922339511,0.015109780244529247,0.016037062680926976,39546,වා
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,16,model.language_model.layers.17.self_attn,17,9,2.564989154052455e-05,0.9999743700027466,2.496126398909837e-05,0.9731528084499613,0.0,0.0,2.529034190956736e-07,0.009859824112554576,2.4376234364353877e-08,0.0009503445395019154,4.1134893535854644e-07,0.016037063342301143,39546,වා
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,16,model.language_model.layers.17.self_attn,17,10,0.9999999403953552,5.960464477539063e-08,0.973152756690979,0.9731528146954068,0.0,0.0,0.009859823621809483,0.009859824209500802,0.0009503444889560342,0.0009503445456009832,0.01603706367313862,0.016037064629022157,39546,වා
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,16,model.language_model.layers.17.self_attn,17,11,2.26587682681242e-17,1.0,2.2050443102040452e-17,0.9731527698732184,0.0,0.0,2.2341145388564557e-19,0.009859823413258317,2.153363584183638e-20,0.0009503445018293149,3.633801070524212e-19,0.016037063566408216,39546,වා
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,16,model.language_model.layers.17.self_attn,17,12,0.9934185743331909,0.006581425666809082,0.966748058795929,0.9731527915560025,0.0,0.0,0.009794931858778,0.00985982355459039,0.0009440899011678994,0.0009503445230039087,0.015931516885757446,0.01603706362793861,39546,වා
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,16,model.language_model.layers.17.self_attn,17,13,7.104397809598595e-05,0.9999289512634277,6.913665129104629e-05,0.9731528715584773,0.0,0.0,7.004812232480617e-07,0.009859825449268297,6.75162610264124e-08,0.0009503446011313255,1.1393368595236097e-06,0.016037064506498732,39546,වා
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,16,model.language_model.layers.17.self_attn,17,14,0.9848031997680664,0.015196800231933594,0.958363950252533,0.9731527583158135,0.0,0.0,0.009709985926747322,0.00985982369780495,0.0009359022951684892,0.0009503444905427866,0.01579335145652294,0.016037063506944813,39546,වා
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,16,model.language_model.layers.17.self_attn,17,15,0.7392400503158569,0.26075994968414307,0.7193934917449951,0.9731527552350797,0.0,0.0,0.007288776803761721,0.009859824018797989,0.0007025327067822218,0.0009503444875342575,0.011855239979922771,0.016037063975169304,39546,වා
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,16,model.language_model.layers.23.self_attn,23,0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,nan,0.0,nan,0.0,39546,වා
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,16,model.language_model.layers.23.self_attn,23,1,nan,nan,nan,0.0,0.0,0.0,nan,0.0,nan,0.0,nan,0.0,39546,වා
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,16,model.language_model.layers.23.self_attn,23,2,nan,nan,nan,0.0,0.0,0.0,nan,0.0,nan,0.0,nan,0.0,39546,වා
gemma-12B,google/gemma-3-12b-it,1,91,1,transcription_video,16,model.language_model.layers.23.self_attn,23,3,nan,nan,nan,0.0,0.0,0.0,nan,0.0,nan,0.0,nan,0.0,39546,වා
