model,video_id,dim,question,score_entita,score_eventi,score_inferenza,score_comprensione,livello,proficiency_pass,vsv_item_accuracy,vsv_correct_items,vsv_pool_correct
gemma-4-12B,video047,temporale,La signora anziana grida 'Oddio! Cosa posso fare?' prima o dopo aver detto di essere sola?,50,30,20,25,insufficiente,0,1.0,4,1
gemma-4-12B,video047,causale,Perché la donna anziana è preoccupata?,80,70,50,60,sufficiente,1,0.75,3,0
gemma-4-12B,video048,spaziale,Dove sbatte la mano la professoressa?,0,0,0,0,insufficiente,0,0.5,2,0
gemma-4-12B,video048,temporale,Quale bambino inizia a ridere per primo?,0,0,0,0,insufficiente,0,0.5,2,0
gemma-4-12B,video048,causale,Perché i professori iniziano a comportarsi come dei bambini maleducati?,0,0,0,0,insufficiente,0,0.75,3,0
gemma-4-12B,video049,spaziale,Dove si trovano gli operai?,100,100,100,100,completa,1,0.5,2,0
gemma-4-12B,video049,temporale,Quanto tempo ci vuole ai ragazzi nel video per ottenere la qualifica di operatore edile?,0,0,0,0,insufficiente,0,0.5,2,0
gemma-4-12B,video049,causale,Perché gli studenti stanno lavorando come manovali?,0,20,0,15,insufficiente,0,0.75,3,0
gemma-4-12B,video050,spaziale,I bambini si trovano dentro un autobus o per strada?,50,50,50,50,parziale,0,1.0,4,1
gemma-4-12B,video050,temporale,L'app del 'Piedibus' è stata sviluppata alla nascita del progetto o dopo?,0,0,0,0,insufficiente,0,1.0,4,1
gemma-4-12B,video050,causale,Perché il 'Piedibus' è ecologico?,50,40,30,35,parziale,0,1.0,4,1
gemma-4-12B,video051,spaziale,Dove si trova la freccia per tornare indietro?,0,0,0,0,insufficiente,0,0.75,3,0
gemma-4-12B,video051,temporale,La bambina si muove prima o dopo che le voci fuori campo elogino il bambino?,50,30,20,25,insufficiente,0,0.25,1,0
gemma-4-12B,video051,causale,Perché la donna fuori campo è contenta della bambina che si muove indietro?,50,40,20,30,parziale,0,0.25,1,0
gemma-4-12B,video052,spaziale,Dove si trovava l'oggetto che pesa un quintale prima che l'uomo lo prendesse in mano?,0,0,0,0,insufficiente,0,1.0,4,1
gemma-4-12B,video052,temporale,L'uomo con la pelliccia tossisce prima o dopo aver preso la bambola in mano?,50,50,20,30,insufficiente,0,0.75,3,0
gemma-4-12B,video052,causale,Perché l'uomo con il cappello dà la bambola all'uomo con il sigaro?,0,0,0,0,insufficiente,0,0.75,3,0
gemma-4-12B,video053,spaziale,Dove si mette la mano il facchino quando il receptionist gli dice: 'Hai visto che sventola?',0,0,0,0,insufficiente,0,0.5,2,0
gemma-4-12B,video053,temporale,La donna con la pelliccia bianca si tappa le orecchie prima o dopo che il receptionist prema il campanello?,0,0,0,0,insufficiente,0,0.5,2,0
gemma-4-12B,video053,causale,Perché il receptionist non dà la chiave all'uomo con la pelliccia?,70,60,40,50,parziale,0,0.75,3,0
gemma-4-12B,video054,spaziale,Dove stanno passando per andare al mare?,0,0,0,0,insufficiente,0,1.0,4,1
gemma-4-12B,video054,temporale,Hanno appena visto quindici Cinquecento grigie o è successo prima?,0,0,0,0,insufficiente,0,0.0,0,0
gemma-4-12B,video054,causale,Perché la bambina con la maglia azzurra crede che non troveranno più la macchina?,50,30,20,25,insufficiente,0,0.25,1,0
gemma-4-12B,video055,spaziale,Dove si svolge la scena?,100,100,100,100,completa,1,1.0,4,1
gemma-4-12B,video055,temporale,Il padre è andato a farsi il bagno prima o dopo le bambine?,50,50,40,45,parziale,0,0.5,2,0
gemma-4-12B,video055,causale,Perché Vane corre subito indietro quando tocca l'acqua?,50,30,20,25,insufficiente,0,1.0,4,1
gemma-4-12B,video056,spaziale,Dove si trova il pecorino in crema?,0,0,0,0,insufficiente,0,1.0,4,1
gemma-4-12B,video056,temporale,La bambina mangia prima o dopo che venga buttato via l'insetto?,50,70,60,60,sufficiente,1,1.0,4,1
gemma-4-12B,video056,causale,Perché la bambina butta via l'insetto?,50,60,30,40,parziale,0,0.75,3,0
gemma-4-12B,video057,spaziale,I 'malloreddus alla campidanese' sono nel piatto di Anastasia o in quello di un'altra bambina?,0,0,0,0,insufficiente,0,0.0,0,0
gemma-4-12B,video057,temporale,Anastasia inizia a masticare dopo che la voce le chiede se è buona o stava già masticando?,50,20,10,20,insufficiente,0,1.0,4,1
gemma-4-12B,video057,causale,Perché la donna fuori campo dice che c'è un profumo buonissimo?,0,0,0,0,insufficiente,0,1.0,4,1
gemma-4-12B,video058,spaziale,Dove si trova la macchia che sembra un livido?,0,0,0,0,insufficiente,0,1.0,4,1
gemma-4-12B,video058,temporale,Anastasia fa un balletto mentre è sul treno o dopo che è scesa?,0,0,0,0,insufficiente,0,0.75,3,0
gemma-4-12B,video058,causale,Perché la donna crede che la bambina abbia preso un pugno?,0,0,0,0,insufficiente,0,0.5,2,0
gemma-4-12B,video059,spaziale,Dove sono seduti?,100,100,100,100,completa,1,1.0,4,1
gemma-4-12B,video059,temporale,"La bambina dice prima che, quando sono saliti, la gondola dondolava oppure che è rilassante?",0,0,0,0,insufficiente,0,0.75,3,0
gemma-4-12B,video059,causale,Perché la bambina con la canottiera verde/azzurra sorride?,100,80,70,75,sufficiente,1,0.5,2,0
gemma-4-12B,video060,spaziale,Dove si attacca la sabbia alla bambina dopo essersi asciugata?,50,60,40,45,parziale,0,0.25,1,0
gemma-4-12B,video060,temporale,La bambina indica col dito la sabbia prima o dopo che le si è attaccata alla mano?,0,50,20,30,insufficiente,0,0.25,1,0
gemma-4-12B,video060,causale,"Perché, dopo che la bambina tocca l'asciugamano, la sabbia le si attacca alla mano?",80,70,60,65,sufficiente,1,1.0,4,1
gemma-4-12B,video061,spaziale,Dove è caduto il telefono?,0,0,0,0,insufficiente,0,0.5,2,0
gemma-4-12B,video061,temporale,Il telefono cade a terra prima che la donna entri nella stanza o dopo?,0,0,0,0,insufficiente,0,0.75,3,0
gemma-4-12B,video061,causale,Perché la mamma rimprovera le bambine?,80,70,60,65,sufficiente,1,1.0,4,1
gemma-4-12B,video062,spaziale,Dove appoggia la gonna la signora per controllare che le stia bene?,0,0,0,0,insufficiente,0,1.0,4,1
gemma-4-12B,video062,temporale,"Dopo la gonna, la signora vuole vedere un'altra gonna o un pantalone?",50,40,30,35,parziale,0,0.5,2,0
gemma-4-12B,video062,causale,Perché la donna scarta la prima gonna?,0,0,0,0,insufficiente,0,1.0,4,1
gemma-4-12B,video063,spaziale,Dove si trova Gigi?,0,0,0,0,insufficiente,0,1.0,4,1
gemma-4-12B,video063,temporale,Gigi inizia a cantare prima o dopo che la bambina parli?,0,0,0,0,insufficiente,0,1.0,4,1
gemma-4-12B,video063,causale,Perché Gigi canta?,50,60,40,45,parziale,0,0.75,3,0
gemma-4-12B,video064,spaziale,Da dove viene il cuscino?,40,20,10,25,insufficiente,0,1.0,4,1
gemma-4-12B,video064,temporale,Le due bambine sistemano il cuscino sul divano prima o dopo che la bambina con il pigiama rosa scenda le scale?,0,0,0,0,insufficiente,0,1.0,4,1
gemma-4-12B,video064,causale,Perché la ragazza sdraiata sul divano si agita?,70,60,50,55,parziale,0,1.0,4,1
gemma-4-12B,video065,spaziale,Dove si svolge la premiazione?,0,100,0,30,parziale,0,1.0,4,1
gemma-4-12B,video065,temporale,I ragazzi che ricevono la premiazione hanno già conseguito il diploma di maturità o lo stanno ricevendo ora?,0,30,10,20,insufficiente,0,0.5,2,0
gemma-4-12B,video065,causale,Perché il ragazzo con la giacca grigia riceve un premio?,50,60,30,40,parziale,0,1.0,4,1
gemma-4-12B,video066,spaziale,Dove si trova il quadro di Antonio?,0,0,0,0,insufficiente,0,1.0,4,1
gemma-4-12B,video066,temporale,La donna dice che l'uomo ha una fissazione prima o dopo aver ricevuto il suo regalo?,40,30,20,30,insufficiente,0,0.5,2,0
gemma-4-12B,video066,causale,Perché Peppino chiede a Lietta di togliere il quadro?,50,30,20,30,insufficiente,0,1.0,4,1
gemma-4-12B,video067,spaziale,Dove mette le mani l'uomo col cappello?,50,50,30,40,parziale,0,1.0,4,1
gemma-4-12B,video067,temporale,L'uomo con il cappello ride prima o dopo che l'uomo in grigio scansi le sue mani?,100,20,20,30,parziale,0,0.0,0,0
gemma-4-12B,video067,causale,Perché l'uomo senza cappello continua a spostare le mani dell'uomo col cappello?,50,30,20,25,insufficiente,0,0.75,3,0
gemma-4-12B,video068,spaziale,Dove si trova la reception?,100,100,100,100,completa,1,0.75,3,0
gemma-4-12B,video068,temporale,Il ragazzo trova un volantino prima o dopo essere andato a parlare con la donna?,50,60,40,50,parziale,0,0.75,3,0
gemma-4-12B,video068,causale,Perché la ragazza tira fuori un foglio da mostrare al ragazzo?,0,0,0,0,insufficiente,0,0.75,3,0
gemma-4-12B,video069,spaziale,Dove si trova il ragazzo quando fa l'esercizio?,100,100,100,100,completa,1,0.75,3,0
gemma-4-12B,video069,temporale,L'allenatore rimprovera il ragazzo prima o dopo avergli detto che deve fare le flessioni?,80,40,30,35,parziale,0,0.75,3,0
gemma-4-12B,video069,causale,Perché il ragazzo si trova in terra a fare flessioni?,80,70,60,65,sufficiente,1,1.0,4,1
gemma-4-12B,video070,spaziale,Dove si trova la donna quando inizia a scalciare?,0,0,0,0,insufficiente,0,1.0,4,1
gemma-4-12B,video070,temporale,La donna viene presa in braccio prima o dopo essere arrivata alla carrozza?,80,70,60,65,sufficiente,1,0.75,3,0
gemma-4-12B,video070,causale,Perché la donna oppone resistenza all'uomo?,70,60,40,50,parziale,0,1.0,4,1
gemma-4-12B,video071,spaziale,Dove si trovano gli ostacoli che la bambina bendata deve superare?,50,30,20,30,parziale,0,1.0,4,1
gemma-4-12B,video071,temporale,La ragazzina con la benda sugli occhi scavalca lo step prima o dopo aver ruotato?,50,20,10,25,insufficiente,0,0.25,1,0
gemma-4-12B,video071,causale,Perché la ragazza con la benda riesce a superare gli ostacoli?,80,70,50,60,sufficiente,1,0.5,2,0
gemma-4-12B,video072,spaziale,Dove vengono messe le cose lasciate in giro?,0,0,0,0,insufficiente,0,1.0,4,1
gemma-4-12B,video072,temporale,Cosa succede prima: Albi viene rimproverato o il ragazzo con la maglia nera sistema il disordine?,0,0,0,0,insufficiente,0,0.5,2,0
gemma-4-12B,video072,causale,Perché Albi viene rimproverato dal ragazzo con la maglia nera?,30,20,10,20,insufficiente,0,0.75,3,0
gemma-4-12B,video073,spaziale,Dov'è seduta la coppia?,100,100,100,100,completa,1,1.0,4,1
gemma-4-12B,video073,temporale,Chi si sveglia prima tra il ragazzo e la ragazza?,0,0,0,0,insufficiente,0,0.75,3,0
gemma-4-12B,video073,causale,Perché il ragazzo abbraccia la ragazza?,50,30,20,30,insufficiente,0,1.0,4,1
gemma-4-12B,video074,spaziale,Dove si trovano le bambine?,0,0,0,0,insufficiente,0,1.0,4,1
gemma-4-12B,video074,temporale,La bambina con lo spazzolino viola ride prima o dopo aver detto di sì?,0,0,0,0,insufficiente,0,0.5,2,0
gemma-4-12B,video074,causale,Perché la bambina con lo spazzolino arancione rallenta i movimenti quando spazzola i denti?,80,60,40,50,parziale,0,0.5,2,0
gemma-4-12B,video075,spaziale,Dove si trova il bambino che tira la palla di neve alla giornalista?,50,20,10,25,insufficiente,0,1.0,4,1
gemma-4-12B,video075,temporale,La giornalista intervista il bambino prima o dopo che venga tirata la palla di neve?,50,50,20,30,parziale,0,0.5,2,0
gemma-4-12B,video075,causale,Perché i bambini non sono a scuola?,80,70,60,65,sufficiente,1,0.5,2,0
gemma-4-12B,video076,spaziale,Dove vengono messi gli UFO?,50,40,30,35,parziale,0,1.0,4,1
gemma-4-12B,video076,temporale,Il babbo passa gli UFO ai bambini prima o dopo che l'acqua si colori?,50,30,20,30,parziale,0,1.0,4,1
gemma-4-12B,video076,causale,Perché le due ciotole d'acqua si colorano in maniera diversa?,50,40,30,35,parziale,0,0.5,2,0
gemma-4-12B,video077,spaziale,Dove si è addormentato Cristian?,50,60,40,45,parziale,0,1.0,4,1
gemma-4-12B,video077,temporale,La donna chiama Cristian a mangiare prima o dopo averlo trovato addormentato?,0,0,0,0,insufficiente,0,0.25,1,0
gemma-4-12B,video077,causale,Perché il bambino non risponde alla donna?,0,50,0,20,insufficiente,0,0.5,2,0
gemma-4-12B,video078,spaziale,Dove legge 'l'imperfetto del verbo mangiare' la bambina?,0,0,0,0,insufficiente,0,0.75,3,0
gemma-4-12B,video078,temporale,La donna si arrabbia prima o dopo aver abbassato il quaderno della bambina?,0,0,0,0,insufficiente,0,0.0,0,0
gemma-4-12B,video078,causale,Perché la donna si arrabbia?,0,0,0,0,insufficiente,0,0.5,2,0
gemma-4-12B,video079,spaziale,Dove si trovano i ragazzi?,80,70,60,70,sufficiente,1,0.75,3,0
gemma-4-12B,video079,temporale,I due ragazzi parlano prima o dopo le 11:30 di mattina?,50,50,20,30,insufficiente,0,0.25,1,0
gemma-4-12B,video079,causale,Perché la ragazza crede che l'amico si sia 'impressionato'?,80,60,40,50,parziale,0,0.75,3,0
gemma-4-12B,video080,spaziale,Dov'è il libro preferito di 'Ele'?,0,0,0,0,insufficiente,0,0.75,3,0
gemma-4-12B,video080,temporale,La ragazza con la felpa rosa dice a un'altra di sorridere prima o dopo aver finito di girare il video?,50,30,20,30,insufficiente,0,0.25,1,0
gemma-4-12B,video080,causale,Perché le ragazze mandano un video a 'Ele'?,50,60,30,40,parziale,0,0.75,3,0
gemma-4-12B,video081,spaziale,Dov'è il biscotto quando la ragazza con la felpa nera corregge l'esercizio?,0,0,0,0,insufficiente,0,0.75,3,0
gemma-4-12B,video081,temporale,La ragazza con la felpa nera prende il quaderno dell'altra prima o dopo aver confrontato con lei il risultato?,0,0,0,0,insufficiente,0,1.0,4,1
gemma-4-12B,video081,causale,Perché la ragazza con la canottiera verde è sorpresa di sentire che il risultato è '-4'?,50,30,20,30,parziale,0,1.0,4,1
gemma-4-12B,video082,spaziale,Dove indica l'uomo senza un braccio quando chiede aiuto?,0,0,0,0,insufficiente,0,1.0,4,1
gemma-4-12B,video082,temporale,Il signore con la maglietta nera chiede all'uomo con la camicia a quadri informazioni sul suo braccio prima o dopo avergli allacciato la scarpa?,100,50,30,40,parziale,0,1.0,4,1
gemma-4-12B,video082,causale,Perché l'uomo con la camicia a quadri si fa allacciare la scarpa dal signore sulla panchina?,50,50,30,40,parziale,0,0.25,1,0
gemma-4-12B,video083,spaziale,Dove porta la mamma il piatto?,0,0,0,0,insufficiente,0,0.75,3,0
gemma-4-12B,video083,temporale,Vanessa piange prima o dopo che la mamma le dia la panna?,0,0,0,0,insufficiente,0,1.0,4,1
gemma-4-12B,video083,causale,Perché Vanessa è sorpresa?,50,60,40,45,parziale,0,1.0,4,1
gemma-4-12B,video084,spaziale,Dove mette la bambina con la maglia grigia ciò che le dà la bambina con la maglia rosa?,80,50,40,45,parziale,0,0.25,1,0
gemma-4-12B,video084,temporale,La bambina con la maglia grigia urla prima o dopo che quella con la maglia rosa inizi a correre?,0,0,0,0,insufficiente,0,1.0,4,1
gemma-4-12B,video084,causale,Cosa ha causato il dolore della bambina con la maglia grigia?,50,30,20,30,insufficiente,0,1.0,4,1
gemma-4-12B,video085,spaziale,Dove stanno giocando le bambine?,100,100,100,100,completa,1,1.0,4,1
gemma-4-12B,video085,temporale,La bambina con i braccioli cade in acqua prima o dopo che la donna l'aiuti?,0,0,0,0,insufficiente,0,0.25,1,0
gemma-4-12B,video085,causale,Perché la bambina con i braccioli non riesce a salire sul gonfiabile?,50,30,20,30,parziale,0,0.5,2,0
gemma-4-12B,video086,spaziale,Dove è inciampata la bambina?,50,0,0,10,insufficiente,0,0.0,0,0
gemma-4-12B,video086,temporale,La bambina con i braccioli cade prima o dopo che la sorella esca dalla piscina?,50,30,20,25,insufficiente,0,0.25,1,0
gemma-4-12B,video086,causale,Perché la bambina in piscina deve aiutare la sorella?,50,30,20,25,insufficiente,0,1.0,4,1
gemma-4-12B,video087,spaziale,Dove mette il dito la bambina davanti allo specchio?,100,100,100,100,completa,1,1.0,4,1
gemma-4-12B,video087,temporale,La donna prova a togliere il dente alla bambina prima o dopo aver detto che ne sono già caduti altri?,0,0,0,0,insufficiente,0,1.0,4,1
gemma-4-12B,video087,causale,Perché la bambina sta soffrendo?,0,0,0,0,insufficiente,0,1.0,4,1
gemma-4-12B,video088,spaziale,Dove va tenuto il foglio per fargli produrre il rumore?,50,50,30,40,parziale,0,0.5,2,0
gemma-4-12B,video088,temporale,Il foglio di carta fa rumore prima o dopo essere stato piegato?,0,50,0,20,insufficiente,0,0.5,2,0
gemma-4-12B,video088,causale,Perché si sente un botto?,50,30,20,25,insufficiente,0,1.0,4,1
gemma-4-12B,video089,spaziale,Dove si trova la spigola?,0,0,0,0,insufficiente,0,0.75,3,0
gemma-4-12B,video089,temporale,Il 'Collega Bonanno' mostra una spigola prima o dopo aver iniziato a urlare?,0,50,0,20,insufficiente,0,0.5,2,0
gemma-4-12B,video089,causale,Perché il 'Collega Bonanno' viene espulso dall'aula?,0,0,0,0,insufficiente,0,1.0,4,1
gemma-4-12B,video090,spaziale,Dove guarda l'uomo quando i musicisti gli chiedono il giorno?,0,0,0,0,insufficiente,0,0.5,2,0
gemma-4-12B,video090,temporale,Il perito industriale Gudo Colsi arriva prima o dopo l'appuntamento stabilito?,0,0,0,0,insufficiente,0,0.25,1,0
gemma-4-12B,video090,causale,Perché l'uomo in costume si è congelato?,80,20,10,25,insufficiente,0,1.0,4,1
gemma-4-12B,video091,spaziale,Dove salgono i passeggeri?,0,0,0,0,insufficiente,0,1.0,4,1
gemma-4-12B,video091,temporale,La donna urla agli uomini prima o dopo che inizino a correre?,0,0,0,0,insufficiente,0,0.5,2,0
gemma-4-12B,video091,causale,Cosa causa l'ira della donna?,0,0,0,0,insufficiente,0,0.5,2,0
gemma-4-12B,video092,spaziale,Dove va l'uomo con i pantaloncini blu dopo che si è alzato?,0,0,0,0,insufficiente,0,0.25,1,0
gemma-4-12B,video092,temporale,La donna con la scopa si arrabbia prima o dopo essere caduta nel buco?,0,0,0,0,insufficiente,0,0.5,2,0
gemma-4-12B,video092,causale,Perché l'hostess si arrabbia?,0,0,0,0,insufficiente,0,0.5,2,0
gemma-4-12B,video093,spaziale,Dove indica la bambina con la maglietta gialla?,0,0,0,0,insufficiente,0,1.0,4,1
gemma-4-12B,video093,temporale,La bambina con la maglia gialla chiede alla mamma di comprare le patatine prima o dopo che la bambina con la coroncina salga sulla Ferrari?,0,0,0,0,insufficiente,0,1.0,4,1
gemma-4-12B,video093,causale,Perché la donna dice alla bambina di andare piano?,50,30,20,30,insufficiente,0,0.25,1,0
gemma-4-12B,video094,spaziale,Dove inciampa la donna col vestito verde?,0,0,0,0,insufficiente,0,0.5,2,0
gemma-4-12B,video094,temporale,La folla ride prima o dopo che la donna urti l'uomo?,0,0,0,0,insufficiente,0,1.0,4,1
gemma-4-12B,video094,causale,Perché la folla ride?,80,60,40,50,parziale,0,0.5,2,0
gemma-4-12B,video095,spaziale,Dov'era il professore prima di andare dal preside?,50,40,30,35,parziale,0,0.75,3,0
gemma-4-12B,video095,temporale,Il professore va nell'ufficio del preside prima o dopo aver parlato con il bidello?,0,0,0,0,insufficiente,0,0.25,1,0
gemma-4-12B,video095,causale,Perché il professore esce dalla classe?,50,40,30,35,parziale,0,0.0,0,0
gemma-4-12B,video096,spaziale,Dove si trova la cagnolina?,100,100,100,100,completa,1,1.0,4,1
gemma-4-12B,video096,temporale,L'animale mangia il biscotto prima o dopo il comando?,0,0,0,0,insufficiente,0,0.5,2,0
gemma-4-12B,video096,causale,Perché l'uomo dà un biscotto alla cagnolina?,0,0,0,0,insufficiente,0,1.0,4,1
gemma-4-12B,video097,spaziale,Dove si sono appese le ragazze?,80,90,85,85,sufficiente,1,1.0,4,1
gemma-4-12B,video097,temporale,Le ragazze si sono appese prima o dopo aver alzato le ginocchia?,50,30,20,30,insufficiente,0,1.0,4,1
gemma-4-12B,video097,causale,Perché le ragazze si sono appese alle sbarre?,80,70,50,60,sufficiente,1,0.75,3,0
gemma-4-12B,video098,spaziale,Dove si trova il jack di picche?,0,0,0,0,insufficiente,0,0.25,1,0
gemma-4-12B,video098,temporale,Dopo quante carte viene estratta la carta corretta?,50,40,30,35,parziale,0,0.5,2,0
gemma-4-12B,video098,causale,Perché la donna è sorpresa di trovare il jack di picche?,50,30,20,30,insufficiente,0,1.0,4,1
gemma-4-12B,video099,spaziale,Dove si trova la leccia?,50,50,30,40,parziale,0,1.0,4,1
gemma-4-12B,video099,temporale,Il pescatore capisce che la leccia è grossa prima o dopo averla pescata?,50,40,30,35,parziale,0,0.75,3,0
gemma-4-12B,video099,causale,Perché la leccia non entra nel guadino?,50,30,20,25,insufficiente,0,1.0,4,1
gemma-4-12B,video100,spaziale,Dove si trova il cartello con le istruzioni per entrare?,100,100,100,100,completa,1,0.75,3,0
gemma-4-12B,video100,temporale,Cosa mostra prima la bambina: il disegno che ritrae lei o quello che ritrae Vanessa?,0,0,0,0,insufficiente,0,0.25,1,0
gemma-4-12B,video100,causale,Perché la mamma dice alla bambina che da grande farà l'artistico?,50,60,40,45,parziale,0,0.75,3,0
qwen-30B,video001,spaziale,Dove cerca il rimedio al singhiozzo l'uomo con il camice?,0,0,0,0,insufficiente,0,0.5,2,0
qwen-30B,video001,temporale,L'uomo con gli occhiali urla prima o dopo che l'uomo dietro il bancone esca?,100,50,50,50,parziale,0,0.25,1,0
qwen-30B,video001,causale,Perché il signore con gli occhiali balbetta?,50,50,30,40,parziale,0,0.75,3,0
qwen-30B,video002,spaziale,Dove si trova la moglie dell'uomo con gli occhiali?,100,100,100,100,completa,1,1.0,4,1
qwen-30B,video002,temporale,La donna bionda sbuffa prima o dopo che il telefono squilli?,0,0,0,0,insufficiente,0,0.25,1,0
qwen-30B,video002,causale,Perché l'uomo con gli occhiali fa degli strani versi al telefono e lo allontana dall'orecchio?,50,30,20,30,insufficiente,0,0.5,2,0
qwen-30B,video003,spaziale,"Quando l'uomo con la maglietta gialla dice: 'Ma chi c'ha messo qui?', dov'è il 'qui'?",50,30,20,30,parziale,0,1.0,4,1
qwen-30B,video003,temporale,La finestra del balcone viene chiusa prima o dopo che l'uomo urli 'barbone'?,0,0,0,0,insufficiente,0,1.0,4,1
qwen-30B,video003,causale,Perché l'uomo con la maglietta gialla si preoccupa di cosa dirà allo zio?,50,30,20,25,insufficiente,0,0.5,2,0
qwen-30B,video004,spaziale,Dove si trova il cane quando viene dato il comando 'dietro'?,0,0,0,0,insufficiente,0,1.0,4,1
qwen-30B,video004,temporale,"Cosa viene ordinato prima al cane, 'due' o 'spin'?",0,0,0,0,insufficiente,0,0.5,2,0
qwen-30B,video004,causale,Perché il padrone dice al cane 'incrocia bene'?,50,30,20,25,insufficiente,0,1.0,4,1
qwen-30B,video005,spaziale,Dove viene inserito il beccuccio della lozione?,100,100,100,100,completa,1,1.0,4,1
qwen-30B,video005,temporale,Il massaggio viene fatto prima o dopo l'applicazione del detergente auricolare?,50,50,30,40,parziale,0,1.0,4,1
qwen-30B,video005,causale,Perché il massaggio all'orecchio del cane produce un suono?,50,40,30,35,parziale,0,0.75,3,0
qwen-30B,video006,spaziale,Dove parla il ragazzo che dice 'pizza'?,0,0,0,0,insufficiente,0,1.0,4,1
qwen-30B,video006,temporale,"Chi saluta per primo, l'uomo con la maglia bianca o quello con la maglia verde?",0,0,0,0,insufficiente,0,0.0,0,0
qwen-30B,video006,causale,Perché l'uomo decide di non pagare il ragazzo?,50,60,30,40,parziale,0,0.25,1,0
qwen-30B,video007,spaziale,Dove si trova Anastasia quando inizia a piangere?,0,0,0,0,insufficiente,0,1.0,4,1
qwen-30B,video007,temporale,La bambina ride prima o dopo essere caduta?,0,0,0,0,insufficiente,0,1.0,4,1
qwen-30B,video007,causale,Perché Anastasia piange?,0,0,0,0,insufficiente,0,0.75,3,0
qwen-30B,video008,spaziale,Dove mette 'spesa proletaria' l'uomo con la fascia rossa?,0,0,0,0,insufficiente,0,1.0,4,1
qwen-30B,video008,temporale,La donna con il grembiule rosso arriva prima o dopo che l'uomo con il gilet nero spieghi il piano di fuga all'uomo col completo?,0,0,0,0,insufficiente,0,0.75,3,0
qwen-30B,video008,causale,Perché l'uomo con il completo grigio è preoccupato di finire 'elemosinaro'?,0,0,0,0,insufficiente,0,1.0,4,1
qwen-30B,video009,spaziale,Dove mette i 100 dollari l'uomo col cappello peloso?,0,0,0,0,insufficiente,0,1.0,4,1
qwen-30B,video009,temporale,L'uomo con il cappello peloso viene scambiato per omosessuale prima o dopo aver chiesto il cambio di camera?,50,30,20,25,insufficiente,0,0.75,3,0
qwen-30B,video009,causale,Perché l'uomo con il cappello peloso urla 'a me non piacciono gli uomini'?,80,50,30,40,parziale,0,0.75,3,0
qwen-30B,video010,spaziale,Da dove scende l'acqua?,100,100,90,90,sufficiente,1,1.0,4,1
qwen-30B,video010,temporale,I familiari dei pazienti denunciano i danni all'ospedale prima o dopo che piova?,0,50,0,20,insufficiente,0,1.0,4,1
qwen-30B,video010,causale,Perché i pazienti e i familiari sono arrabbiati?,0,0,0,0,insufficiente,0,1.0,4,1
qwen-30B,video011,spaziale,Dove si trova il cellulare?,100,100,100,100,completa,1,1.0,4,1
qwen-30B,video011,temporale,La figlia si arrabbia prima o dopo aver chiamato il padre?,0,0,0,0,insufficiente,0,0.75,3,0
qwen-30B,video011,causale,Perché la figlia dice al padre 'scandaloso'?,50,40,30,35,parziale,0,1.0,4,1
qwen-30B,video012,spaziale,Dove viene applicato l'ombretto dorato?,50,70,40,50,parziale,0,0.75,3,0
qwen-30B,video012,temporale,La base viene stesa prima o dopo l'ombretto sulla palpebra?,100,100,100,100,completa,1,1.0,4,1
qwen-30B,video012,causale,Perché la donna decide di non partire dal fondotinta?,50,50,20,30,insufficiente,0,0.5,2,0
qwen-30B,video013,spaziale,Dove vengono aggiunti i due cucchiai in più di farina?,0,0,0,0,insufficiente,0,0.75,3,0
qwen-30B,video013,temporale,La donna parla dello zucchero di canna prima o dopo aver rotto le uova?,0,50,0,20,insufficiente,0,0.75,3,0
qwen-30B,video013,causale,Perché la farina viene messa dopo lo zucchero?,50,60,30,40,parziale,0,0.5,2,0
qwen-30B,video014,spaziale,Dove va messa la piantina?,100,100,100,100,completa,1,0.75,3,0
qwen-30B,video014,temporale,L'uomo trova l'animale trasparente prima o dopo aver piantato la lattuga?,0,0,0,0,insufficiente,0,0.5,2,0
qwen-30B,video014,causale,Perché la tecnica di trapiantare solo due dita va bene sulla piantina mostrata?,50,40,30,35,parziale,0,0.75,3,0
qwen-30B,video015,spaziale,Dove fanno esercizi le ginnaste dell'Eterea?,80,70,60,65,sufficiente,1,1.0,4,1
qwen-30B,video015,temporale,Quando si è qualificata alla fase nazionale la squadra di ginnaste?,0,0,0,0,insufficiente,0,1.0,4,1
qwen-30B,video015,causale,Perché Alice Caldora è stata premiata nel 2016?,0,0,0,0,insufficiente,0,1.0,4,1
qwen-30B,video016,spaziale,Dove viene messo il pepe macinato al momento?,50,70,60,60,sufficiente,1,0.75,3,0
qwen-30B,video016,temporale,Il pepe viene macinato prima o dopo che si mette a fare il brodo vegetale?,0,50,20,30,insufficiente,0,0.25,1,0
qwen-30B,video016,causale,Perché l'uomo taglia una quantità superiore di sedano?,40,50,30,35,parziale,0,0.5,2,0
qwen-30B,video017,spaziale,Dove si trovano le biglie?,0,0,0,0,insufficiente,0,0.75,3,0
qwen-30B,video017,temporale,La donna guarda la foto prima o dopo aver chiuso il manuale?,0,0,0,0,insufficiente,0,0.75,3,0
qwen-30B,video017,causale,Perché il padre ironizza sul futuro da architetto del figlio?,0,0,0,0,insufficiente,0,0.25,1,0
qwen-30B,video018,spaziale,Dove si siede l'uomo per lavorare?,100,100,100,100,completa,1,1.0,4,1
