id,video_id,video_name,pool_id,pool_item,question_category,question,annotator,human_answer,caption,foil
video059_causale_04,video059,video059.mp4,video059_causale,4,causale,Perché la bambina con la canottiera verde/azzurra sorride?,michela,perché è felice di essere andata oin godola per la prima volta,La bambina con la canottiera verde/azzurra sorride perché è felice di essere andata in gondola per la prima volta.,La bambina con la canottiera verde/azzurra sorride perché ha visto un bel tramonto.
video059_spaziale_01,video059,video059.mp4,video059_spaziale,1,spaziale,Dove sono seduti?,Memmo,Sulle poltroncine della gondola,Sono seduti sulle poltroncine della gondola.,Sono seduti sulla terrazza del ristorante.
video059_spaziale_02,video059,video059.mp4,video059_spaziale,2,spaziale,Dove sono seduti?,barbara,in gondola,Sono seduti in gondola.,Sono seduti in un giardino.
video059_spaziale_03,video059,video059.mp4,video059_spaziale,3,spaziale,Dove sono seduti?,eli,seduti su una gondola lungo un canale di Venezia,Sono seduti su una gondola lungo un canale di Venezia.,Sono seduti su una barca in un lago di montagna.
video059_spaziale_04,video059,video059.mp4,video059_spaziale,4,spaziale,Dove sono seduti?,michela,sono seduto sulla gondola nel canale a venezia,Sono seduti sulla gondola nel canale a Venezia.,Sono seduti su una panchina nel parco a Venezia.
video059_temporale_01,video059,video059.mp4,video059_temporale,1,temporale,"La bambina dice prima che, quando sono saliti, la gondola dondolava oppure che è rilassante?",Memmo,Prima,"La bambina dice prima che, quando sono saliti, la gondola dondolava.","La bambina dice che, dopo essere scesi, la gondola dondolava."
video059_temporale_02,video059,video059.mp4,video059_temporale,2,temporale,"La bambina dice prima che, quando sono saliti, la gondola dondolava oppure che è rilassante?",barbara,prima,"La bambina dice prima che, quando sono saliti, la gondola dondolava.","La bambina dice prima che, quando sono scesi, la gondola dondolava."
video059_temporale_03,video059,video059.mp4,video059_temporale,3,temporale,"La bambina dice prima che, quando sono saliti, la gondola dondolava oppure che è rilassante?",eli,"durante il giro, dopo aver spiegato come sono saliti, la bambina commenta che andare in gondola è rilassante","Durante il giro, la bambina commenta che andare in gondola è rilassante dopo aver spiegato come sono saliti.","Dopo il giro, la bambina commenta che andare in gondola è rilassante dopo aver spiegato come sono saliti."
video059_temporale_04,video059,video059.mp4,video059_temporale,4,temporale,"La bambina dice prima che, quando sono saliti, la gondola dondolava oppure che è rilassante?",michela,la bambina dice che andare in gondola è rilassante dopo aver spiegato come sono saliti,La bambina dice che andare in gondola è rilassante dopo aver spiegato come sono saliti.,La bambina dice che andare in gondola è rilassante prima di spiegare come sono saliti.
video060_causale_01,video060,video060.mp4,video060_causale,1,causale,"Perché, dopo che la bambina tocca l'asciugamano, la sabbia le si attacca alla mano?",Memmo,Perchè è sempre bagnata alle mani,La sabbia si attacca alla mano della bambina perché è sempre bagnata.,La sabbia si attacca alla mano della bambina perché è arrugginita.
video060_causale_02,video060,video060.mp4,video060_causale,2,causale,"Perché, dopo che la bambina tocca l'asciugamano, la sabbia le si attacca alla mano?",barbara,ha le mani ancora bagnate,La sabbia si attacca alla mano della bambina perché ha le mani ancora bagnate.,La sabbia si attacca alla mano della bambina perché è molto ventoso.
video060_causale_03,video060,video060.mp4,video060_causale,3,causale,"Perché, dopo che la bambina tocca l'asciugamano, la sabbia le si attacca alla mano?",eli,"perché non si è asciugata bene, la pelle resta umida e la sabbia si attacca a mani e piedi","La sabbia si attacca alla mano della bambina perché, non essendosi asciugata bene, la pelle resta umida.",La sabbia si attacca alla mano della bambina perché ha usato della colla.
video060_causale_04,video060,video060.mp4,video060_causale,4,causale,"Perché, dopo che la bambina tocca l'asciugamano, la sabbia le si attacca alla mano?",michela,perch non si è asciugata ben e rimane umnida e quindi la sabbia si attacca,La sabbia si attacca alla mano perché la bambina non si è asciugata bene ed è rimasta umida.,La sabbia si attacca alla mano perché la bambina ci ha messo della colla.
video060_spaziale_01,video060,video060.mp4,video060_spaziale,1,spaziale,Dove si attacca la sabbia alla bambina dopo essersi asciugata?,Memmo,Sul piede,"Dopo essersi asciugata, la sabbia si attacca sul piede della bambina.","Dopo essersi asciugata, l'acqua si attacca sul piede della bambina."
video060_spaziale_02,video060,video060.mp4,video060_spaziale,2,spaziale,Dove si attacca la sabbia alla bambina dopo essersi asciugata?,barbara,sui piedi,"Dopo essersi asciugata, la sabbia si attacca ai piedi della bambina.","Dopo essersi asciugata, la sabbia si attacca alle mani della bambina."
video060_spaziale_03,video060,video060.mp4,video060_spaziale,3,spaziale,Dove si attacca la sabbia alla bambina dopo essersi asciugata?,eli,"sulla mano e sul piede, soprattutto nella zona dei piedi","La sabbia si attacca alla mano e al piede della bambina, soprattutto nella zona dei piedi.","La sabbia si attacca alla mano e al piede della bambina, soprattutto nella zona delle mani."
video060_spaziale_04,video060,video060.mp4,video060_spaziale,4,spaziale,Dove si attacca la sabbia alla bambina dopo essersi asciugata?,michela,sulla mano e sul pide,"Dopo essersi asciugata, la sabbia si attacca alla mano e sul piede della bambina.","Dopo essersi asciugata, la sabbia si attacca alla mano e sul braccio della bambina."
video060_temporale_01,video060,video060.mp4,video060_temporale,1,temporale,La bambina indica col dito la sabbia prima o dopo che le si è attaccata alla mano?,Memmo,Prima,La bambina indica col dito la sabbia prima che le si attacchi alla mano.,La bambina indica col dito la sabbia dopo che le si è attaccata alla mano.
video060_temporale_02,video060,video060.mp4,video060_temporale,2,temporale,La bambina indica col dito la sabbia prima o dopo che le si è attaccata alla mano?,barbara,dopo,La bambina indica col dito la sabbia dopo che le si è attaccata alla mano.,La bambina indica col dito la sabbia prima che le si attacchi alla mano.
video060_temporale_03,video060,video060.mp4,video060_temporale,3,temporale,La bambina indica col dito la sabbia prima o dopo che le si è attaccata alla mano?,eli,"in precedenza, mentre corre per asciugarsi le mani","La bambina indica col dito la sabbia in precedenza, mentre corre per asciugarsi le mani.","La bambina corre per asciugarsi le mani, mentre in seguito indica col dito la sabbia."
video060_temporale_04,video060,video060.mp4,video060_temporale,4,temporale,La bambina indica col dito la sabbia prima o dopo che le si è attaccata alla mano?,michela,"prima, mente corre per asciugarsi le mani","La bambina indica col dito la sabbia prima, mentre corre per asciugarsi le mani.","La bambina indica col dito la sabbia dopo, mentre corre per asciugarsi le mani."
video061_causale_01,video061,video061.mp4,video061_causale,1,causale,Perché la mamma rimprovera le bambine?,Memmo,Perchè hanno rotto lo schermo di un iphone 13 pro,La mamma rimprovera le bambine perché hanno rotto lo schermo di un iPhone 13 Pro.,La mamma rimprovera le bambine perché non hanno finito i compiti.
video061_causale_02,video061,video061.mp4,video061_causale,2,causale,Perché la mamma rimprovera le bambine?,barbara,perchè si è rotto il telefono,La mamma rimprovera le bambine perchè si è rotto il telefono.,La mamma rimprovera le bambine perchè hanno urtato il tavolo.
video061_causale_03,video061,video061.mp4,video061_causale,3,causale,Perché la mamma rimprovera le bambine?,eli,perché le bambine litigano per il telefono e durante la lite il dispositivo si rompe,La mamma rimprovera le bambine perché litigano per il telefono e durante la lite il dispositivo si rompe.,La mamma rimprovera le bambine perché litigano per il telefono e durante la lite la mamma si arrabbia.
video061_causale_04,video061,video061.mp4,video061_causale,4,causale,Perché la mamma rimprovera le bambine?,michela,perché litigano per il telefono e lo rompono,La mamma rimprovera le bambine perché litigano per il telefono e lo rompono.,La mamma rimprovera le bambine perché non vogliono mangiare le verdure.
video061_spaziale_01,video061,video061.mp4,video061_spaziale,1,spaziale,Dove è caduto il telefono?,Memmo,In terrà rompendosi lo schermo,Il telefono è caduto in terrà rompendosi lo schermo.,Il telefono è caduto nel mare rompendosi lo schermo.
video061_spaziale_02,video061,video061.mp4,video061_spaziale,2,spaziale,Dove è caduto il telefono?,barbara,per terra,Il telefono è caduto per terra.,Il telefono è caduto in acqua.
video061_spaziale_03,video061,video061.mp4,video061_spaziale,3,spaziale,Dove è caduto il telefono?,eli,"a terra, davanti al divano","Il telefono è caduto a terra, davanti al divano.","Il telefono è caduto a terra, dietro al divano."
video061_spaziale_04,video061,video061.mp4,video061_spaziale,4,spaziale,Dove è caduto il telefono?,michela,davanti al divano,Il telefono è caduto davanti al divano.,Il telefono è caduto dietro al divano.
video061_temporale_01,video061,video061.mp4,video061_temporale,1,temporale,Il telefono cade a terra prima che la donna entri nella stanza o dopo?,Memmo,dopo,Il telefono cade a terra dopo che la donna entra nella stanza.,Il telefono cade a terra prima che la donna entri nella stanza.
video061_temporale_02,video061,video061.mp4,video061_temporale,2,temporale,Il telefono cade a terra prima che la donna entri nella stanza o dopo?,barbara,dopo,Il telefono cade a terra dopo che la donna entra nella stanza.,Il telefono cade a terra prima che la donna entra nella stanza.
video061_temporale_03,video061,video061.mp4,video061_temporale,3,temporale,Il telefono cade a terra prima che la donna entri nella stanza o dopo?,eli,dopo che la donna entra nella stanza e vede le bambine litigare,Il telefono cade a terra dopo che la donna entra nella stanza e vede le bambine litigare.,Il telefono cade a terra prima che la donna entra nella stanza e vede le bambine litigare.
video061_temporale_04,video061,video061.mp4,video061_temporale,4,temporale,Il telefono cade a terra prima che la donna entri nella stanza o dopo?,michela,dopo che la donna entri nella stanza e vede le bambine litigare,Il telefono cade a terra dopo che la donna entra nella stanza e vede le bambine litigare.,Il telefono cade a terra mentre la donna entra nella stanza e vede le bambine litigare.
video062_causale_01,video062,video062.mp4,video062_causale,1,causale,Perché la donna scarta la prima gonna?,Memmo,Perchè non le piace,La donna scarta la prima gonna perché non le piace.,La donna scarta la prima gonna perché è troppo grande.
video062_causale_02,video062,video062.mp4,video062_causale,2,causale,Perché la donna scarta la prima gonna?,barbara,non va bene,La donna scarta la prima gonna perché non va bene.,La donna scarta la prima gonna perché è troppo costosa.
video062_causale_03,video062,video062.mp4,video062_causale,3,causale,Perché la donna scarta la prima gonna?,eli,perché quella provata non le convince e preferisce la seconda gonna vista sul bancone,La donna scarta la prima gonna perché quella provata non le convince e preferisce la seconda gonna vista sul bancone.,La donna scarta la prima gonna perché era troppo costosa e preferisce la seconda gonna vista sul bancone.
video062_causale_04,video062,video062.mp4,video062_causale,4,causale,Perché la donna scarta la prima gonna?,michela,perché la seconda che ha visto sul bancone le piaceva di più,La donna scarta la prima gonna perché la seconda vista sul bancone le piaceva di più.,La donna scarta la prima gonna perché era troppo cara.
video062_spaziale_01,video062,video062.mp4,video062_spaziale,1,spaziale,Dove appoggia la gonna la signora per controllare che le stia bene?,Memmo,Sul bacino,La signora appoggia la gonna sul bacino per controllare che le stia bene.,La signora appoggia la gonna sulla spalla per controllare che le stia bene.
video062_spaziale_02,video062,video062.mp4,video062_spaziale,2,spaziale,Dove appoggia la gonna la signora per controllare che le stia bene?,barbara,sulla vita,La signora appoggia la gonna sulla vita per controllare che le stia bene.,La signora appoggia la gonna sulle spalle per controllare che le stia bene.
video062_spaziale_03,video062,video062.mp4,video062_spaziale,3,spaziale,Dove appoggia la gonna la signora per controllare che le stia bene?,eli,"sui fianchi e intorno alla vita, per prendere le misure",La signora appoggia la gonna sui fianchi e intorno alla vita per prendere le misure.,La signora appoggia la gonna sulle spalle e intorno al collo per prendere le misure.
video062_spaziale_04,video062,video062.mp4,video062_spaziale,4,spaziale,Dove appoggia la gonna la signora per controllare che le stia bene?,michela,sui finachi per prendere le misure,La signora appoggia la gonna sui fianchi per prendere le misure.,La signora appoggia la gonna sulle spalle per prendere le misure.
video062_temporale_01,video062,video062.mp4,video062_temporale,1,temporale,"Dopo la gonna, la signora vuole vedere un'altra gonna o un pantalone?",Memmo,no le mutande,"Nel video, la signora vuole vedere le mutande dopo la gonna.","Nel video, la signora vuole vedere le mutande prima della gonna."
video062_temporale_02,video062,video062.mp4,video062_temporale,2,temporale,"Dopo la gonna, la signora vuole vedere un'altra gonna o un pantalone?",barbara,un'altra gonna,La signora vuole vedere un'altra gonna.,"Ieri, la signora voleva vedere un'altra gonna."
video062_temporale_03,video062,video062.mp4,video062_temporale,3,temporale,"Dopo la gonna, la signora vuole vedere un'altra gonna o un pantalone?",eli,vuole vedere un'altra gonna e anche una scatola di mutande,La signora vuole vedere un'altra gonna e anche una scatola di mutande.,La signora ha visto una gonna e una scatola di mutande poco fa.
video062_temporale_04,video062,video062.mp4,video062_temporale,4,temporale,"Dopo la gonna, la signora vuole vedere un'altra gonna o un pantalone?",michela,vuole vdere un'altra gonna e un scatola di mutande,La signora vuole vedere un'altra gonna e una scatola di mutande.,La signora voleva vedere un'altra gonna ieri e una scatola di mutande.
video063_causale_01,video063,video063.mp4,video063_causale,1,causale,Perché Gigi canta?,Memmo,Perchè era il doppiatore del Genio della Lampada in Aladin,Gigi canta perché era il doppiatore del Genio della Lampada in Aladin.,Gigi canta perché il suo cantante preferito era il Genio della Lampada in Aladin.
video063_causale_02,video063,video063.mp4,video063_causale,2,causale,Perché Gigi canta?,barbara,su richiesta di una bambina,Gigi canta su richiesta di una bambina.,Gigi canta su richiesta di un uomo anziano.
video063_causale_03,video063,video063.mp4,video063_causale,3,causale,Perché Gigi canta?,eli,perché una bambina gli chiede espressamente di imitare la voce del Genio di Aladdin,Gigi canta perché una bambina gli chiede espressamente di imitare la voce del Genio di Aladdin.,Gigi canta perché vuole provare il nuovo microfono che ha appena comprato.
video063_causale_04,video063,video063.mp4,video063_causale,4,causale,Perché Gigi canta?,michela,"perché la ba,bina gli ha chiesti di fare la voce del genio di aladdin",Gigi canta perché la bambina gli ha chiesto di fare la voce del genio di Aladdin.,Gigi canta perché sta partecipando a un concorso canoro.
video063_spaziale_01,video063,video063.mp4,video063_spaziale,1,spaziale,Dove si trova Gigi?,Memmo,A sedere su una sedia,Gigi è a sedere su una sedia.,Gigi è a sedere su un divano.
video063_spaziale_02,video063,video063.mp4,video063_spaziale,2,spaziale,Dove si trova Gigi?,barbara,a teatro,Gigi si trova a teatro.,Gigi si trova al parco.
video063_spaziale_03,video063,video063.mp4,video063_spaziale,3,spaziale,Dove si trova Gigi?,eli,"sul palco del teatro, accanto al conduttore","Gigi si trova sul palco del teatro, accanto al conduttore.","Gigi si trova nel pubblico del teatro, lontano dal conduttore."
video063_spaziale_04,video063,video063.mp4,video063_spaziale,4,spaziale,Dove si trova Gigi?,michela,affianco al conduttore,Gigi si trova affianco al conduttore.,Gigi si trova di fronte al conduttore.
video063_temporale_01,video063,video063.mp4,video063_temporale,1,temporale,Gigi inizia a cantare prima o dopo che la bambina parli?,Memmo,Dopo,Gigi inizia a cantare dopo che la bambina parla.,Gigi inizia a cantare prima che la bambina parla.
video063_temporale_02,video063,video063.mp4,video063_temporale,2,temporale,Gigi inizia a cantare prima o dopo che la bambina parli?,barbara,dopo,Gigi inizia a cantare dopo che la bambina parla.,Gigi inizia a cantare prima che la bambina parli.
video063_temporale_03,video063,video063.mp4,video063_temporale,3,temporale,Gigi inizia a cantare prima o dopo che la bambina parli?,eli,successivamente alla domanda posta dalla bambina,Gigi inizia a cantare successivamente alla domanda posta dalla bambina.,Gigi inizia a cantare prima della domanda posta dalla bambina.
video063_temporale_04,video063,video063.mp4,video063_temporale,4,temporale,Gigi inizia a cantare prima o dopo che la bambina parli?,michela,dopo che la bambina faccia la domanda,Gigi inizia a cantare dopo che la bambina faccia la domanda.,Gigi inizia a cantare prima che la bambina faccia la domanda.
video064_causale_01,video064,video064.mp4,video064_causale,1,causale,Perché la ragazza sdraiata sul divano si agita?,Memmo,Perchè il cuscino non ci sta benissimo sul divano,La ragazza sdraiata sul divano si agita perché il cuscino non ci sta benissimo.,La ragazza sdraiata sul divano si agita perché ha ricevuto una telefonata inaspettata.
video064_causale_02,video064,video064.mp4,video064_causale,2,causale,Perché la ragazza sdraiata sul divano si agita?,barbara,non ci sta,Nel video non c'è nessuna ragazza sdraiata sul divano che si agita.,Nel video c'è una ragazza sdraiata sul divano che si agita.
video064_causale_03,video064,video064.mp4,video064_causale,3,causale,Perché la ragazza sdraiata sul divano si agita?,eli,perché il cuscino non entra correttamente nel divano e questo la rende scomoda,La ragazza sdraiata sul divano si agita perché il cuscino non entra correttamente nel divano e questo la rende scomoda.,La ragazza sdraiata sul divano si agita perché la televisione è troppo rumorosa e questo la disturba.
video064_causale_04,video064,video064.mp4,video064_causale,4,causale,Perché la ragazza sdraiata sul divano si agita?,michela,perché il cuscino non entra nel divano e lei sta scomoda,La ragazza sdraiata sul divano si agita perché il cuscino non entra nel divano e lei sta scomoda.,La ragazza sdraiata sul divano si agita perché sta guardando un film spaventoso.
video064_spaziale_01,video064,video064.mp4,video064_spaziale,1,spaziale,Da dove viene il cuscino?,Memmo,Da una camera del piano di sopra,Il cuscino proviene da una camera del piano di sopra.,Il cuscino proviene da una camera del piano di sotto.
video064_spaziale_02,video064,video064.mp4,video064_spaziale,2,spaziale,Da dove viene il cuscino?,barbara,dal piano di sopra,Il cuscino viene dal piano di sopra.,Il cuscino viene dal piano di sotto.
video064_spaziale_03,video064,video064.mp4,video064_spaziale,3,spaziale,Da dove viene il cuscino?,eli,"al piano superiore, sopra le scale","Il cuscino viene dal piano superiore, sopra le scale.","Il cuscino viene dal piano inferiore, sotto le scale."
video064_spaziale_04,video064,video064.mp4,video064_spaziale,4,spaziale,Da dove viene il cuscino?,michela,da sopra le scale,Il cuscino viene da sopra le scale.,Il cuscino viene da sotto le scale.
video064_temporale_01,video064,video064.mp4,video064_temporale,1,temporale,Le due bambine sistemano il cuscino sul divano prima o dopo che la bambina con il pigiama rosa scenda le scale?,Memmo,dopo,Le due bambine sistemano il cuscino sul divano dopo che la bambina con il pigiama rosa scende le scale.,Le due bambine sistemano il cuscino sul divano prima che la bambina con il pigiama rosa scenda le scale.
video064_temporale_02,video064,video064.mp4,video064_temporale,2,temporale,Le due bambine sistemano il cuscino sul divano prima o dopo che la bambina con il pigiama rosa scenda le scale?,barbara,dopo,Le due bambine sistemano il cuscino sul divano dopo che la bambina con il pigiama rosa scende le scale.,Le due bambine sistemano il cuscino sul divano prima che la bambina con il pigiama rosa scenda le scale.
video064_temporale_03,video064,video064.mp4,video064_temporale,3,temporale,Le due bambine sistemano il cuscino sul divano prima o dopo che la bambina con il pigiama rosa scenda le scale?,eli,in un momento successivo,Le due bambine sistemano il cuscino sul divano in un momento successivo alla discesa della bambina con il pigiama rosa.,Le due bambine sistemano il cuscino sul divano contemporaneamente alla discesa della bambina con il pigiama rosa.
video064_temporale_04,video064,video064.mp4,video064_temporale,4,temporale,Le due bambine sistemano il cuscino sul divano prima o dopo che la bambina con il pigiama rosa scenda le scale?,michela,dopo,Le due bambine sistemano il cuscino sul divano dopo che la bambina con il pigiama rosa scende le scale.,Le due bambine sistemano il cuscino sul divano prima che la bambina con il pigiama rosa scenda le scale.
video065_causale_01,video065,video065.mp4,video065_causale,1,causale,Perché il ragazzo con la giacca grigia riceve un premio?,Memmo,Perchè ha preso il massimo dei voti,Il ragazzo con la giacca grigia riceve un premio perché ha preso il massimo dei voti.,Il ragazzo con la giacca grigia riceve un premio perché ha vinto una competizione sportiva.
video065_causale_02,video065,video065.mp4,video065_causale,2,causale,Perché il ragazzo con la giacca grigia riceve un premio?,barbara,perchè meritevole,Il ragazzo con la giacca grigia riceve un premio perché è meritevole.,Il ragazzo con la giacca grigia riceve un premio perché è l'unico partecipante.
video065_causale_03,video065,video065.mp4,video065_causale,3,causale,Perché il ragazzo con la giacca grigia riceve un premio?,eli,perché è considerato meritevole: vengono premiati gli studenti del Comune di Napoli diplomati con cento e lode,"Il ragazzo con la giacca grigia riceve un premio perché è considerato meritevole, essendo uno degli studenti del Comune di Napoli diplomati con cento e lode.",Il ragazzo con la giacca grigia riceve un premio perché è il parente di un importante politico locale.
video065_causale_04,video065,video065.mp4,video065_causale,4,causale,Perché il ragazzo con la giacca grigia riceve un premio?,michela,"perché stanno rpemiando tutti quelli che hanno preso 100 e lode nel comune di napoli, quindi lui avrà preso 100 e lode all maturità","Nel video, il ragazzo con la giacca grigia riceve un premio perché hanno preso 100 e lode al comune di Napoli, quindi si presume che lui abbia ottenuto 100 e lode alla maturità.","Nel video, il ragazzo con la giacca grigia riceve un premio perché ha vinto una gara di atletica, quindi si presume che lui sia un atleta di talento."
video065_spaziale_01,video065,video065.mp4,video065_spaziale,1,spaziale,Dove si svolge la premiazione?,Memmo,Nella sala giunta di palazzo san giacomo,La premiazione si svolge nella sala giunta di palazzo San Giacomo.,La premiazione si svolge nel cortile di palazzo San Giacomo.
video065_spaziale_02,video065,video065.mp4,video065_spaziale,2,spaziale,Dove si svolge la premiazione?,barbara,sala giunta di palazzo san giacomo,La premiazione si svolge nella sala giunta di Palazzo San Giacomo.,La premiazione si svolge nell'auditorium di Palazzo San Giacomo.
video065_spaziale_03,video065,video065.mp4,video065_spaziale,3,spaziale,Dove si svolge la premiazione?,eli,"nella sala della Giunta di Palazzo San Giacomo, all'interno di un edificio di Napoli","La premiazione si svolge nella sala della Giunta di Palazzo San Giacomo, all'interno di un edificio di Napoli.","La premiazione si svolge in un giardino pubblico, all'interno di un parco di Napoli."
video065_spaziale_04,video065,video065.mp4,video065_spaziale,4,spaziale,Dove si svolge la premiazione?,michela,in una sala in un palazzzo a Napoli,La premiazione si svolge in una sala in un palazzo a Napoli.,La premiazione si svolge in un giardino in un palazzo a Napoli.
video065_temporale_01,video065,video065.mp4,video065_temporale,1,temporale,I ragazzi che ricevono la premiazione hanno già conseguito il diploma di maturità o lo stanno ricevendo ora?,Memmo,Dopo,I ragazzi ricevono la premiazione dopo aver conseguito il diploma di maturità.,I ragazzi ricevono la premiazione prima di conseguire il diploma di maturità.
video065_temporale_02,video065,video065.mp4,video065_temporale,2,temporale,I ragazzi che ricevono la premiazione hanno già conseguito il diploma di maturità o lo stanno ricevendo ora?,barbara,hanno già conseguito il diploma,I ragazzi che ricevono la premiazione hanno già conseguito il diploma di maturità.,I ragazzi che ricevono la premiazione stanno per conseguire il diploma di maturità.
video065_temporale_03,video065,video065.mp4,video065_temporale,3,temporale,I ragazzi che ricevono la premiazione hanno già conseguito il diploma di maturità o lo stanno ricevendo ora?,eli,dopo aver già conseguito il diploma,I ragazzi che ricevono la premiazione hanno già conseguito il diploma di maturità.,I ragazzi che ricevono la premiazione stanno per conseguire il diploma di maturità.
video065_temporale_04,video065,video065.mp4,video065_temporale,4,temporale,I ragazzi che ricevono la premiazione hanno già conseguito il diploma di maturità o lo stanno ricevendo ora?,michela,l'anno già conseguita,I ragazzi che ricevono la premiazione hanno già conseguito il diploma di maturità.,I ragazzi che ricevono la premiazione non hanno ancora conseguito il diploma di maturità.
video066_causale_01,video066,video066.mp4,video066_causale,1,causale,Perché Peppino chiede a Lietta di togliere il quadro?,Memmo,"Perchè il soggetto del quadro ""lo fissa"" sempre in diversi momenti del giorno",Peppino chiede a Lietta di togliere il quadro perché il soggetto lo fissa sempre in diversi momenti del giorno.,Peppino chiede a Lietta di togliere il quadro perché i colori sono troppo vivaci.
video066_causale_02,video066,video066.mp4,video066_causale,2,causale,Perché Peppino chiede a Lietta di togliere il quadro?,barbara,perchè lo guarda sempre e gli sta sullo stomaco,Peppino chiede a Lietta di togliere il quadro perché lo guarda sempre e gli sta sullo stomaco.,Peppino chiede a Lietta di togliere il quadro perché lo trova noioso e non gli piace.
video066_causale_03,video066,video066.mp4,video066_causale,3,causale,Perché Peppino chiede a Lietta di togliere il quadro?,eli,perché il quadro lo mette a disagio: sente di essere osservato e l'espressione raffigurata lo inquieta e gli sta sullo stomaco,Peppino chiede a Lietta di togliere il quadro perché lo mette a disagio: sente di essere osservato e l'espressione raffigurata lo inquieta e gli sta sullo stomaco.,Peppino chiede a Lietta di togliere il quadro perché è troppo grande e non c'è abbastanza spazio sulla parete.
video066_causale_04,video066,video066.mp4,video066_causale,4,causale,Perché Peppino chiede a Lietta di togliere il quadro?,michela,perchè si sente osservato e inquitato dalla presenzae dall'espressione del quadro,Peppino chiede a Lietta di togliere il quadro perché si sente osservato e inquietato dalla sua presenza e dalla sua espressione.,Peppino chiede a Lietta di togliere il quadro perché non gli piace il colore della cornice.
video066_spaziale_01,video066,video066.mp4,video066_spaziale,1,spaziale,Dove si trova il quadro di Antonio?,Memmo,In un punto della casa dove si vede molto spesso,Il quadro di Antonio si trova in un punto della casa dove si vede molto spesso.,Il quadro di Antonio si trova in una galleria d'arte fuori città.
video066_spaziale_02,video066,video066.mp4,video066_spaziale,2,spaziale,Dove si trova il quadro di Antonio?,barbara,sul muro,Il quadro di Antonio si trova sul muro.,Il quadro di Antonio si trova sul pavimento.
video066_spaziale_03,video066,video066.mp4,video066_spaziale,3,spaziale,Dove si trova il quadro di Antonio?,eli,"appeso al muro, sopra le decorazioni","Il quadro di Antonio è appeso al muro, sopra le decorazioni.","Il quadro di Antonio è appeso al muro, sotto le decorazioni."
video066_spaziale_04,video066,video066.mp4,video066_spaziale,4,spaziale,Dove si trova il quadro di Antonio?,michela,attaccato al muro sopra le decorazioni,Il quadro di Antonio si trova attaccato al muro sopra le decorazioni.,Il quadro di Antonio si trova appoggiato sul pavimento accanto alle decorazioni.
video066_temporale_01,video066,video066.mp4,video066_temporale,1,temporale,La donna dice che l'uomo ha una fissazione prima o dopo aver ricevuto il suo regalo?,Memmo,dopo,La donna dice che l'uomo ha una fissazione dopo aver ricevuto il suo regalo.,La donna dice che l'uomo ha una fissazione prima di ricevere il suo regalo.
video066_temporale_02,video066,video066.mp4,video066_temporale,2,temporale,La donna dice che l'uomo ha una fissazione prima o dopo aver ricevuto il suo regalo?,barbara,dopo,La donna dice che l'uomo ha una fissazione dopo aver ricevuto il suo regalo.,La donna dice che l'uomo ha una fissazione prima di ricevere il suo regalo.
video066_temporale_03,video066,video066.mp4,video066_temporale,3,temporale,La donna dice che l'uomo ha una fissazione prima o dopo aver ricevuto il suo regalo?,eli,Peppino consegna prima il regalo alla moglie e soltanto successivamente le chiede di togliere il quadro,Peppino consegna il regalo alla moglie prima di chiederle di togliere il quadro.,Peppino consegna il regalo alla moglie dopo averle chiesto di togliere il quadro.
video066_temporale_04,video066,video066.mp4,video066_temporale,4,temporale,La donna dice che l'uomo ha una fissazione prima o dopo aver ricevuto il suo regalo?,michela,Peppino consegna il regalo alla moglie prima di chiederle di tirare giù il quadro,Peppino consegna il regalo alla moglie prima di chiederle di tirare giù il quadro.,Peppino consegna il regalo alla moglie dopo averle chiesto di tirare giù il quadro.
video067_causale_01,video067,video067.mp4,video067_causale,1,causale,Perché l'uomo senza cappello continua a spostare le mani dell'uomo col cappello?,Memmo,Perchè è infastidito da tal atteggiamento espansivo,L'uomo senza cappello sposta le mani dell'uomo col cappello perché è infastidito da tale atteggiamento espansivo.,L'uomo senza cappello sposta le mani dell'uomo col cappello perché vuole attirare la sua attenzione.
video067_causale_02,video067,video067.mp4,video067_causale,2,causale,Perché l'uomo senza cappello continua a spostare le mani dell'uomo col cappello?,barbara,no vuole essere toccato,L'uomo continua a spostare le mani perché non vuole essere toccato.,L'uomo continua a spostare le mani perché ha prurito.
video067_causale_03,video067,video067.mp4,video067_causale,3,causale,Perché l'uomo senza cappello continua a spostare le mani dell'uomo col cappello?,eli,"perché l'uomo dice chiaramente di non voler essere toccato né trattato con troppa confidenza, ma l'altro continua a importunarlo","L'uomo senza cappello continua a spostare le mani dell'uomo col cappello perché quest'ultimo dice chiaramente di non voler essere toccato né trattato con troppa confidenza, ma l'altro continua a importunarlo.",L'uomo senza cappello continua a spostare le mani dell'uomo col cappello perché quest'ultimo ride e lo incoraggia a farlo.
video067_causale_04,video067,video067.mp4,video067_causale,4,causale,Perché l'uomo senza cappello continua a spostare le mani dell'uomo col cappello?,michela,"perché dice chiaramente che non gli piace essere toccato o dare tropa confidenza, ma l'uomo con il cappello invece continua ad importunarlo","Nel video l'uomo senza cappello continua a spostare le mani dell'uomo col cappello perché dice chiaramente che non gli piace essere toccato o dare troppa confidenza, ma l'uomo con il cappello continua ad importunarlo.","Nel video l'uomo senza cappello continua a spostare le mani dell'uomo col cappello perché sta cercando di attirare la sua attenzione, ma l'uomo con il cappello continua a ignorarlo."
