id_video,id_traccia,nome_classe,prima_comparsa,ultima_comparsa,durata_traccia,numero_osservazioni,confidenza_media
video050,196,person,8.0,9.25,1.25,6,0.6316
video050,214,person,9.5,15.75,6.25,3,0.6474
video050,229,person,10.0,10.25,0.25,2,0.6307
video050,230,person,10.0,11.25,1.25,2,0.5374
video050,234,person,10.0,10.25,0.25,2,0.7971
video050,238,person,10.25,10.25,0.0,1,0.608
video050,250,person,11.0,15.25,4.25,3,0.6943
video050,262,person,11.5,15.0,3.5,11,0.7912
video050,265,person,11.5,14.75,3.25,8,0.7289
video050,267,backpack,11.5,15.25,3.75,9,0.7932
video050,271,person,11.75,12.0,0.25,2,0.6065
video050,275,backpack,12.0,15.25,3.25,5,0.6603
video050,281,person,12.25,12.25,0.0,1,0.6026
video050,284,car,12.5,15.75,3.25,7,0.7038
video050,300,person,13.25,15.25,2.0,7,0.8054
video050,301,person,13.25,13.5,0.25,2,0.6319
video050,313,person,13.75,15.75,2.0,6,0.5916
video050,314,person,13.75,15.75,2.0,3,0.5053
video050,332,person,14.5,15.0,0.5,2,0.6099
video050,333,person,14.5,15.25,0.75,4,0.6846
video050,363,person,15.75,15.75,0.0,1,0.6858
video050,364,person,15.75,15.75,0.0,1,0.73
video050,366,person,15.75,15.75,0.0,1,0.4565
video050,368,person,15.75,15.75,0.0,1,0.4278
video050,370,person,15.75,15.75,0.0,1,0.6699
video050,382,book,16.5,19.75,3.25,14,0.7179
video050,386,book,17.75,19.5,1.75,8,0.5209
video051,1,person,0.0,19.75,19.75,79,0.8346
video051,2,person,0.0,16.5,16.5,63,0.6298
video051,3,person,0.0,19.75,19.75,80,0.8713
video051,4,person,0.0,2.25,2.25,10,0.8264
video051,5,person,0.0,19.75,19.75,62,0.7284
video051,6,person,0.0,3.5,3.5,12,0.6181
video051,7,person,0.0,12.0,12.0,18,0.6515
video051,8,tv,0.0,2.25,2.25,10,0.4812
video051,9,chair,0.0,2.25,2.25,10,0.5543
video051,10,person,0.0,1.25,1.25,5,0.3556
video051,11,dining table,0.0,2.75,2.75,5,0.4426
video051,12,tv,0.0,0.0,0.0,1,0.2958
video051,13,person,1.0,11.75,10.75,40,0.6373
video051,18,person,2.75,17.25,14.5,50,0.5429
video051,21,chair,3.0,13.25,10.25,32,0.5379
video051,29,tv,3.5,3.5,0.0,1,0.4747
video051,33,dining table,4.0,5.0,1.0,4,0.3589
video051,44,chair,4.5,6.0,1.5,7,0.5484
video051,49,tv,4.75,6.0,1.25,5,0.568
video051,64,dining table,7.0,8.75,1.75,5,0.4119
video051,83,chair,8.75,11.75,3.0,2,0.3886
video051,85,tv,9.25,12.25,3.0,13,0.4582
video051,116,person,13.0,19.75,6.75,28,0.7283
video051,124,chair,13.75,15.5,1.75,6,0.5214
video051,127,oven,13.75,13.75,0.0,1,0.3212
video051,137,tv,16.0,17.75,1.75,5,0.4204
video051,138,chair,16.0,19.75,3.75,16,0.6053
video051,148,tv,17.5,18.25,0.75,4,0.3733
video051,153,frisbee,18.5,18.5,0.0,1,0.4586
video051,157,couch,19.5,19.5,0.0,1,0.4044
video052,1,person,0.0,25.5,25.5,65,0.8933
video052,2,person,0.0,29.75,29.75,94,0.8995
video052,3,car,0.0,9.75,9.75,40,0.6057
video052,4,person,0.0,0.75,0.75,4,0.64
video052,5,car,0.0,0.25,0.25,2,0.4252
video052,6,person,0.0,0.0,0.0,1,0.3215
video052,11,person,0.75,0.75,0.0,1,0.6771
video052,12,car,0.75,9.75,9.0,35,0.3879
video052,15,car,1.0,25.0,24.0,75,0.4693
video052,19,car,1.75,13.5,11.75,44,0.5098
video052,20,person,2.25,2.25,0.0,1,0.4393
video052,22,clock,3.5,3.5,0.0,1,0.3268
video052,30,car,6.5,6.5,0.0,1,0.4008
video052,31,tie,7.25,14.25,7.0,2,0.4682
video052,36,stop sign,9.0,9.5,0.5,3,0.4283
video052,38,person,10.25,13.0,2.75,12,0.872
video052,43,stop sign,12.0,14.5,2.5,6,0.3468
video052,44,car,13.5,27.25,13.75,24,0.6081
video052,45,car,13.5,22.0,8.5,14,0.5929
video052,49,tie,14.0,14.0,0.0,1,0.6081
video052,51,person,14.25,29.75,15.5,57,0.8225
video052,88,person,20.5,20.75,0.25,2,0.4956
video052,113,car,22.5,23.25,0.75,4,0.5282
video052,123,truck,23.25,23.25,0.0,1,0.5304
video052,133,car,24.0,24.0,0.0,1,0.4561
video052,138,car,24.25,24.5,0.25,2,0.4649
video052,144,car,24.75,27.25,2.5,5,0.5154
video052,145,person,24.75,29.75,5.0,21,0.8006
video052,150,person,25.25,29.75,4.5,14,0.6446
video052,167,car,27.25,29.75,2.5,11,0.519
video052,177,tie,28.5,29.75,1.25,5,0.4972
video052,180,person,29.0,29.75,0.75,4,0.3308
video052,185,stop sign,29.75,29.75,0.0,1,0.4508
video053,1,person,0.0,29.75,29.75,114,0.8959
video053,2,person,0.0,23.0,23.0,92,0.8347
video053,3,person,0.0,27.0,27.0,80,0.8454
video053,4,clock,0.0,23.0,23.0,67,0.6469
video053,5,dining table,0.0,27.75,27.75,103,0.5181
video053,6,person,0.0,15.5,15.5,38,0.7103
video053,7,person,0.0,5.75,5.75,24,0.7633
video053,8,cell phone,0.0,0.0,0.0,1,0.2519
video053,9,person,0.5,8.25,7.75,18,0.481
video053,15,wine glass,2.0,9.75,7.75,18,0.2978
video053,16,handbag,2.25,5.25,3.0,12,0.3735
video053,24,tie,6.25,6.5,0.25,2,0.3256
video053,30,handbag,7.25,11.0,3.75,3,0.3323
video053,32,person,7.75,8.0,0.25,2,0.4546
video053,64,clock,11.75,12.25,0.5,3,0.7191
video053,70,chair,12.25,12.25,0.0,1,0.3861
video053,84,person,14.25,21.25,7.0,28,0.6778
video053,91,cell phone,15.0,22.75,7.75,11,0.3554
video053,95,cup,15.5,18.75,3.25,12,0.3027
video053,100,cup,16.0,19.0,3.0,10,0.3978
video053,102,potted plant,16.0,23.0,7.0,29,0.689
video053,108,chair,17.5,17.5,0.0,1,0.334
video053,113,person,20.0,20.25,0.25,2,0.4213
video053,120,potted plant,21.0,23.0,2.0,3,0.3925
video053,124,cup,21.5,23.0,1.5,6,0.4171
video054,1,person,0.0,11.0,11.0,37,0.9049
video054,2,person,0.75,1.0,0.25,2,0.7145
video054,4,bus,0.75,9.5,8.75,25,0.674
video054,20,car,1.0,1.0,0.0,1,0.3816
video054,38,person,1.5,2.75,1.25,6,0.7363
video054,43,truck,1.5,6.0,4.5,11,0.5251
video054,46,car,1.5,1.75,0.25,2,0.4753
video054,48,car,1.5,1.75,0.25,2,0.5183
video054,59,person,2.0,2.25,0.25,2,0.6761
video054,74,person,2.5,8.0,5.5,21,0.8554
video054,85,handbag,2.5,16.25,13.75,16,0.7053
video054,87,car,2.75,32.75,30.0,84,0.8255
video054,104,car,3.0,7.25,4.25,18,0.77
video054,105,car,3.0,3.25,0.25,2,0.6821
video054,107,handbag,3.0,3.0,0.0,1,0.7001
video054,118,car,3.25,3.5,0.25,2,0.6136
video054,120,truck,3.25,4.25,1.0,5,0.5846
video054,148,car,4.0,6.25,2.25,10,0.6559
video054,150,car,4.25,6.0,1.75,8,0.6843
video054,152,car,4.25,5.5,1.25,6,0.4626
video054,153,car,4.25,6.0,1.75,8,0.6114
video054,156,car,4.25,8.25,4.0,14,0.65
video054,171,car,4.75,5.25,0.5,3,0.4696
video054,173,handbag,5.0,5.5,0.5,3,0.5047
video054,183,car,5.25,5.25,0.0,1,0.4798
video054,196,car,5.75,6.25,0.5,3,0.7674
video054,211,car,6.75,11.5,4.75,3,0.7057
video054,220,handbag,7.0,7.0,0.0,1,0.5746
video054,259,person,10.25,12.5,2.25,6,0.8749
video054,267,person,10.5,12.5,2.0,4,0.8609
video054,268,car,10.5,13.0,2.5,7,0.7731
video054,269,car,10.5,10.5,0.0,1,0.6129
video054,271,car,10.5,10.5,0.0,1,0.7114
video054,322,car,11.5,12.5,1.0,4,0.8746
video054,353,car,12.25,12.75,0.5,3,0.8506
video054,359,car,12.5,12.75,0.25,2,0.8996
video054,360,car,12.5,12.5,0.0,1,0.8419
video054,361,car,12.5,12.5,0.0,1,0.6908
video054,396,sports ball,15.0,17.0,2.0,5,0.7751
video054,397,person,15.25,17.0,1.75,2,0.7426
video054,403,banana,16.25,25.25,9.0,3,0.577
video054,465,person,18.0,18.25,0.25,2,0.9169
video054,466,car,18.0,18.25,0.25,2,0.5747
video054,474,person,18.75,18.75,0.0,1,0.5876
video054,488,car,21.0,21.25,0.25,2,0.5558
video054,499,toothbrush,24.0,32.75,8.75,15,0.8831
video054,504,person,29.25,29.5,0.25,2,0.9181
video054,505,car,30.25,32.75,2.5,11,0.8114
video054,512,car,30.5,32.75,2.25,10,0.8206
video054,514,car,30.75,32.75,2.0,9,0.8059
video054,515,car,30.75,31.0,0.25,2,0.7297
video054,523,car,31.0,31.75,0.75,4,0.7625
video054,526,car,31.0,31.5,0.5,3,0.6238
video054,534,car,31.5,32.75,1.25,3,0.6543
video054,539,car,31.5,31.5,0.0,1,0.4559
video055,1,person,0.0,5.75,5.75,18,0.8602
video055,2,person,0.0,1.0,1.0,5,0.8992
video055,3,person,0.0,18.5,18.5,42,0.8597
video055,4,person,0.0,1.75,1.75,6,0.7037
video055,5,frisbee,0.0,0.0,0.0,1,0.6182
video055,6,frisbee,0.0,0.0,0.0,1,0.4018
video055,7,frisbee,0.0,0.0,0.0,1,0.2654
video055,8,frisbee,0.0,0.0,0.0,1,0.2519
video055,26,person,1.25,1.25,0.0,1,0.793
video055,30,person,1.5,3.75,2.25,10,0.8695
video055,45,person,2.75,2.75,0.0,1,0.8438
video055,57,person,3.75,5.5,1.75,8,0.8128
video055,65,person,4.25,5.25,1.0,5,0.7497
video055,66,person,4.25,12.0,7.75,5,0.7272
video055,69,kite,4.5,12.75,8.25,3,0.7479
video055,93,person,6.5,6.5,0.0,1,0.8377
video055,110,person,7.25,15.25,8.0,24,0.8272
video055,113,person,7.75,12.25,4.5,2,0.8152
video055,130,person,11.75,12.0,0.25,2,0.827
video055,133,person,11.75,18.0,6.25,2,0.7591
video055,178,person,17.75,18.0,0.25,2,0.9163
video055,179,person,17.75,17.75,0.0,1,0.7292
video055,208,person,19.0,19.0,0.0,1,0.6609
video055,209,person,19.0,20.5,1.5,7,0.8248
video055,211,person,19.0,20.5,1.5,7,0.8488
video055,214,person,19.25,19.25,0.0,1,0.5795
video055,218,person,21.25,21.5,0.25,2,0.8458
video055,220,person,21.25,29.75,8.5,31,0.8492
video055,233,person,22.25,22.5,0.25,2,0.6974
video055,258,person,23.5,23.5,0.0,1,0.7652
video055,279,person,24.5,25.25,0.75,4,0.6525
video055,285,person,25.0,28.25,3.25,3,0.6828
video055,286,person,25.0,29.75,4.75,8,0.7964
video055,299,person,25.75,27.0,1.25,4,0.5589
video055,303,person,26.0,28.0,2.0,9,0.6986
video055,304,person,26.0,27.25,1.25,6,0.7273
video055,344,person,28.75,29.75,1.0,5,0.7109
video055,350,person,29.0,29.75,0.75,4,0.5974
video056,1,cat,0.0,7.25,7.25,8,0.5558
video056,2,person,1.25,8.0,6.75,20,0.8634
video056,25,dining table,6.25,15.25,9.0,29,0.8508
video056,34,sink,7.5,13.0,5.5,9,0.6861
video056,51,chair,11.75,12.75,1.0,5,0.6163
video056,53,bowl,12.25,20.5,8.25,4,0.4448
video056,59,cup,14.25,20.75,6.5,2,0.7366
video056,73,dining table,15.25,29.75,14.5,48,0.8027
video056,75,bowl,15.25,20.5,5.25,5,0.4727
video056,78,bowl,15.5,20.0,4.5,7,0.6197
video056,79,cup,15.5,19.0,3.5,3,0.4733
video056,80,bowl,15.5,17.25,1.75,4,0.5852
video056,83,person,15.75,19.0,3.25,14,0.6889
video056,88,bowl,17.0,17.25,0.25,2,0.3647
video056,94,cup,17.75,20.0,2.25,4,0.61
video056,109,cup,19.5,19.75,0.25,2,0.6872
video056,118,person,20.25,20.5,0.25,2,0.8042
video056,128,dining table,22.0,29.75,7.75,32,0.4324
video057,1,person,0.0,12.5,12.5,43,0.8535
video057,2,wine glass,0.0,0.75,0.75,4,0.8197
video057,3,chair,0.0,13.75,13.75,48,0.6881
video057,4,person,0.0,9.75,9.75,21,0.5872
video057,5,chair,0.0,0.75,0.75,4,0.5482
video057,6,person,0.0,8.0,8.0,11,0.4468
video057,7,chair,0.0,9.0,9.0,23,0.4338
video057,8,chair,0.0,9.0,9.0,37,0.6048
video057,9,dining table,0.0,11.0,11.0,32,0.4137
video057,10,wine glass,0.0,0.0,0.0,1,0.4409
video057,11,chair,0.0,7.25,7.25,28,0.4711
video057,12,chair,0.0,0.0,0.0,1,0.342
video057,13,chair,0.0,0.0,0.0,1,0.3151
video057,14,person,0.0,5.5,5.5,2,0.3994
video057,15,chair,0.0,7.75,7.75,3,0.3561
video057,16,chair,0.0,9.0,9.0,18,0.3885
video057,17,person,0.0,6.0,6.0,19,0.5208
video057,19,chair,0.75,12.25,11.5,34,0.6928
video057,25,wine glass,1.0,4.25,3.25,14,0.4677
video057,26,wine glass,1.25,21.0,19.75,47,0.8079
video057,32,cup,1.75,21.25,19.5,21,0.7704
video057,43,chair,2.5,7.5,5.0,8,0.5079
video057,50,chair,3.5,3.75,0.25,2,0.5034
video057,58,person,4.25,14.75,10.5,12,0.5133
video057,62,wine glass,4.5,6.25,1.75,7,0.5409
video057,65,wine glass,4.75,5.0,0.25,2,0.4115
video057,67,chair,4.75,4.75,0.0,1,0.3752
video057,72,chair,5.0,6.0,1.0,4,0.4623
video057,77,person,5.25,5.25,0.0,1,0.543
video057,81,chair,5.5,7.0,1.5,3,0.3893
video057,93,wine glass,6.25,7.25,1.0,5,0.4032
video057,99,chair,6.75,17.25,10.5,22,0.537
video057,108,wine glass,7.75,8.0,0.25,2,0.6943
video057,119,chair,8.5,8.5,0.0,1,0.4341
video057,120,person,8.5,9.0,0.5,3,0.5902
video057,144,chair,9.75,10.0,0.25,2,0.4563
video057,147,dining table,9.75,25.5,15.75,41,0.6348
video057,153,dining table,10.5,12.0,1.5,6,0.6091
video057,154,knife,10.5,11.25,0.75,4,0.6009
video057,162,person,12.0,26.75,14.75,48,0.8122
video057,172,chair,12.5,20.25,7.75,31,0.7808
video057,182,person,12.5,16.0,3.5,14,0.6125
video057,185,dining table,12.75,20.75,8.0,20,0.5844
video057,196,wine glass,13.0,14.0,1.0,5,0.4062
video057,197,person,13.0,14.0,1.0,5,0.6044
video057,199,chair,13.0,34.75,21.75,19,0.5921
video057,200,person,13.0,14.25,1.25,6,0.5083
video057,202,chair,13.0,14.0,1.0,5,0.413
video057,206,pizza,13.0,20.0,7.0,26,0.5242
video057,211,chair,13.25,14.0,0.75,4,0.4226
video057,212,person,13.25,13.75,0.5,3,0.3631
video057,231,chair,14.25,15.25,1.0,4,0.387
video057,251,person,15.0,15.25,0.25,2,0.4809
video057,262,chair,15.75,20.5,4.75,18,0.5861
video057,285,dining table,17.0,19.5,2.5,11,0.6826
video057,305,dining table,17.75,25.75,8.0,12,0.4979
video057,310,person,18.0,19.5,1.5,3,0.4248
video057,311,chair,18.0,18.75,0.75,4,0.5101
video057,314,chair,18.0,25.25,7.25,11,0.5188
video057,318,chair,18.25,33.75,15.5,11,0.691
video057,321,wine glass,18.25,18.75,0.5,3,0.4429
video057,332,bowl,19.0,33.25,14.25,5,0.6736
video057,348,bowl,20.25,33.25,13.0,35,0.7089
video057,356,person,20.75,21.25,0.5,2,0.4915
video057,366,cup,21.75,27.5,5.75,20,0.7724
video057,380,person,24.25,24.25,0.0,1,0.7403
video057,383,bowl,24.25,26.0,1.75,2,0.4594
video057,445,cell phone,27.0,34.75,7.75,11,0.6723
video057,454,chair,28.0,28.25,0.25,2,0.535
video057,485,chair,29.5,31.75,2.25,3,0.4557
video057,487,chair,29.5,34.75,5.25,10,0.8202
video057,490,chair,29.75,33.75,4.0,16,0.7097
video057,492,chair,30.0,31.0,1.0,5,0.7831
video057,493,person,30.25,30.25,0.0,1,0.487
video057,498,chair,30.5,32.25,1.75,8,0.4479
video057,501,person,30.5,31.5,1.0,5,0.7368
video057,508,person,31.0,32.5,1.5,7,0.724
video057,509,person,31.0,31.5,0.5,3,0.4434
video057,518,person,31.5,31.75,0.25,2,0.4111
video057,538,dining table,33.0,33.5,0.5,3,0.4979
video057,551,chair,34.75,34.75,0.0,1,0.6795
video057,552,dining table,34.75,34.75,0.0,1,0.4573
video058,1,person,0.0,33.75,33.75,136,0.8912
video058,15,cup,13.25,16.0,2.75,11,0.716
video058,17,laptop,13.25,15.5,2.25,9,0.6195
video058,18,person,13.25,14.75,1.5,7,0.7535
video058,19,bottle,13.25,21.25,8.0,32,0.8165
video058,24,bottle,13.75,33.75,20.0,81,0.8822
video058,33,person,15.25,16.0,0.75,4,0.5214
video058,35,chair,15.5,16.0,0.5,3,0.3466
video058,36,cup,16.0,16.0,0.0,1,0.5442
video058,44,bottle,17.5,19.0,1.5,4,0.4253
video058,45,person,18.0,27.25,9.25,27,0.5114
video058,58,bottle,20.75,22.25,1.5,7,0.4794
video058,60,bottle,21.75,23.0,1.25,6,0.3203
video058,61,bottle,21.75,23.0,1.25,6,0.4658
video058,70,bottle,23.75,30.75,7.0,17,0.3988
video058,71,bottle,23.75,24.0,0.25,2,0.5329
video058,78,person,26.75,33.75,7.0,25,0.6847
video058,85,tie,31.25,33.25,2.0,7,0.4226
video058,88,cup,32.5,32.5,0.0,1,0.563
video059,1,person,0.0,0.0,0.0,1,0.2646
video059,2,person,0.5,9.75,9.25,33,0.8395
video059,3,person,0.75,6.5,5.75,23,0.8655
video059,10,person,3.25,3.5,0.25,2,0.4239
video059,13,chair,3.5,16.5,13.0,33,0.7212
video059,26,person,7.75,28.25,20.5,53,0.692
video059,32,person,8.5,12.25,3.75,15,0.707
video059,34,chair,8.75,10.75,2.0,7,0.563
video059,46,person,12.75,35.75,23.0,81,0.8278
video059,63,chair,19.75,20.75,1.0,4,0.5436
video059,71,person,22.5,25.5,3.0,5,0.4671
video059,80,cake,27.5,28.0,0.5,3,0.3733
video059,84,person,29.0,35.75,6.75,28,0.8418
video060,1,person,0.0,31.5,31.5,82,0.8137
video060,2,person,0.0,5.0,5.0,10,0.8232
video060,3,person,0.0,1.5,1.5,6,0.7441
video060,4,person,0.0,6.75,6.75,4,0.6281
video060,5,person,0.0,3.25,3.25,3,0.695
video060,6,person,0.0,0.5,0.5,3,0.5035
video060,7,person,0.0,5.25,5.25,2,0.6493
video060,8,person,0.0,2.0,2.0,3,0.5198
video060,9,person,0.0,0.0,0.0,1,0.2918
video060,10,person,0.0,5.75,5.75,2,0.4897
video060,11,person,0.0,4.75,4.75,8,0.7578
video060,16,person,0.75,1.25,0.5,3,0.6666
video060,43,person,2.0,3.5,1.5,2,0.6195
video060,67,person,4.0,5.25,1.25,5,0.8169
video060,77,person,4.5,4.75,0.25,2,0.5283
video060,78,person,4.5,4.5,0.0,1,0.4306
video060,79,surfboard,4.5,4.5,0.0,1,0.5254
video060,81,person,4.75,4.75,0.0,1,0.6848
video060,87,person,5.0,5.5,0.5,3,0.7675
video060,111,person,5.75,5.75,0.0,1,0.678
video060,130,bed,8.0,31.75,23.75,57,0.6283
video060,131,person,8.25,11.75,3.5,15,0.7082
video060,133,person,8.75,11.5,2.75,12,0.7537
video060,135,skateboard,9.5,10.25,0.75,4,0.631
video060,144,person,14.0,17.0,3.0,12,0.4947
video060,145,person,14.0,17.0,3.0,12,0.4819
video060,146,person,14.75,15.75,1.0,5,0.6709
video060,148,person,14.75,27.25,12.5,29,0.8611
video060,149,skateboard,15.25,15.25,0.0,1,0.4349
video060,155,person,17.25,18.0,0.75,3,0.6095
video060,156,person,17.5,20.25,2.75,5,0.7433
video060,163,person,18.25,21.75,3.5,4,0.6373
video060,168,person,20.0,20.75,0.75,4,0.7176
video060,169,person,20.25,20.25,0.0,1,0.5726
video060,179,person,21.25,21.5,0.25,2,0.617
video060,200,person,23.5,26.75,3.25,2,0.42
video060,213,person,28.5,28.5,0.0,1,0.6976
video061,7,person,3.75,11.0,7.25,26,0.6874
video061,10,couch,4.0,7.5,3.5,10,0.4714
video061,13,person,4.5,4.75,0.25,2,0.7414
video061,21,couch,5.5,28.75,23.25,77,0.6814
video061,29,person,6.75,7.5,0.75,4,0.6827
video061,33,couch,8.25,18.5,10.25,32,0.5118
video061,37,chair,10.25,10.5,0.25,2,0.5373
video061,49,person,14.5,15.0,0.5,3,0.5599
video061,55,cell phone,15.0,16.25,1.25,5,0.8248
video061,59,cell phone,16.75,17.5,0.75,2,0.6345
video061,65,person,18.0,26.5,8.5,32,0.7282
video061,68,couch,18.75,29.75,11.0,35,0.5574
video061,76,couch,21.0,21.75,0.75,4,0.3782
video061,81,couch,23.5,23.5,0.0,1,0.3228
video061,86,person,25.25,25.5,0.25,2,0.5383
video061,97,couch,27.75,29.75,2.0,5,0.3155
video061,98,person,28.0,29.75,1.75,7,0.5096
video061,99,chair,28.0,28.25,0.25,2,0.4242
video061,103,couch,28.75,28.75,0.0,1,0.3679
video062,1,person,0.0,24.0,24.0,66,0.8828
video062,2,person,0.0,22.75,22.75,61,0.7801
video062,3,person,0.0,26.0,26.0,39,0.5758
video062,4,person,0.0,21.75,21.75,56,0.682
video062,5,person,0.0,0.0,0.0,1,0.4716
video062,6,person,0.0,0.0,0.0,1,0.4684
video062,7,person,0.0,0.0,0.0,1,0.45
video062,8,person,0.0,5.0,5.0,6,0.6294
video062,9,person,0.0,29.75,29.75,60,0.8517
video062,10,person,0.0,0.5,0.5,3,0.504
video062,26,person,3.5,6.0,2.5,4,0.6362
video062,36,person,5.0,6.0,1.0,2,0.3697
video062,40,person,5.5,5.5,0.0,1,0.5634
video062,49,person,9.75,11.25,1.5,6,0.5683
video062,50,person,9.75,13.25,3.5,15,0.5739
video062,54,person,10.25,29.25,19.0,32,0.5808
video062,55,person,10.5,10.75,0.25,2,0.416
video062,71,umbrella,13.0,16.75,3.75,6,0.4241
video062,76,person,15.5,26.25,10.75,13,0.5083
video062,78,person,15.75,17.25,1.5,4,0.6459
video062,97,person,19.5,27.75,8.25,10,0.71
video062,100,chair,19.75,29.75,10.0,8,0.4226
video062,101,umbrella,20.0,20.0,0.0,1,0.3864
video062,109,person,20.75,21.0,0.25,2,0.3365
video062,124,person,22.0,24.75,2.75,5,0.6473
video062,131,person,24.5,26.75,2.25,10,0.5813
video062,135,person,24.75,29.75,5.0,21,0.527
video062,139,person,25.25,29.75,4.5,14,0.6969
video062,144,book,25.5,25.75,0.25,2,0.4403
video062,155,suitcase,26.75,27.5,0.75,2,0.5054
video062,157,person,27.0,29.25,2.25,10,0.5056
video062,162,person,27.25,27.25,0.0,1,0.4547
video062,174,handbag,28.5,29.0,0.5,3,0.5157
video062,182,person,29.5,29.5,0.0,1,0.3906
video063,1,person,0.0,27.25,27.25,71,0.8752
video063,2,person,0.0,29.75,29.75,95,0.9194
video063,7,tie,2.0,2.0,0.0,1,0.497
video063,8,person,2.5,6.0,3.5,15,0.791
video063,9,person,2.5,6.0,3.5,15,0.6605
video063,10,person,2.5,6.0,3.5,15,0.6873
video063,11,person,2.5,6.0,3.5,15,0.6771
video063,12,person,2.5,6.0,3.5,15,0.6348
video063,14,person,2.5,6.0,3.5,11,0.4338
video063,17,person,2.5,3.5,1.0,5,0.3767
video063,18,person,2.5,5.25,2.75,11,0.3494
video063,29,person,3.0,3.25,0.25,2,0.5449
video063,32,person,3.25,6.0,2.75,12,0.5266
video063,33,person,3.25,6.0,2.75,12,0.4288
video063,37,person,3.5,4.25,0.75,4,0.5079
video063,39,skateboard,3.5,4.0,0.5,3,0.3025
video063,41,skateboard,3.75,6.0,2.25,10,0.4217
video063,42,person,3.75,6.0,2.25,10,0.4936
video063,46,person,4.75,5.75,1.0,5,0.5791
video063,47,person,4.75,6.0,1.25,6,0.6061
video063,58,tie,9.0,11.5,2.5,11,0.4826
video063,66,tie,10.75,11.5,0.75,4,0.361
video063,74,person,12.75,13.5,0.75,3,0.4182
video063,91,tie,17.5,17.75,0.25,2,0.3437
video063,104,bench,19.25,20.0,0.75,4,0.3372
video063,105,tie,20.0,21.0,1.0,5,0.3676
video063,115,tie,27.0,27.0,0.0,1,0.5049
video064,7,person,1.5,3.25,1.75,7,0.7652
video064,10,person,3.25,3.25,0.0,1,0.624
video064,11,person,3.75,4.0,0.25,2,0.6655
video064,16,person,4.75,4.75,0.0,1,0.5124
video064,28,person,7.25,12.0,4.75,19,0.5221
video064,34,person,7.75,10.25,2.5,10,0.5512
video064,40,person,9.0,11.0,2.0,8,0.4544
video064,49,bed,11.5,26.0,14.5,49,0.7373
video064,52,person,11.75,29.0,17.25,59,0.8499
video064,53,chair,11.75,12.5,0.75,4,0.3642
video064,58,couch,13.5,15.25,1.75,4,0.5353
video064,59,teddy bear,14.75,14.75,0.0,1,0.5528
video064,65,tv,15.5,18.75,3.25,9,0.5329
video064,66,couch,15.5,29.75,14.25,45,0.6169
video064,67,couch,15.75,17.5,1.75,5,0.5304
video064,68,person,16.0,18.0,2.0,4,0.5525
video064,73,person,17.25,17.5,0.25,2,0.7965
video064,85,potted plant,21.75,28.25,6.5,16,0.5079
video064,88,person,22.25,24.0,1.75,4,0.3756
video064,91,couch,23.75,29.75,6.0,20,0.6574
video064,102,vase,25.75,26.5,0.75,3,0.3815
video064,108,bed,27.5,29.75,2.25,10,0.4241
video065,1,person,1.5,6.25,4.75,20,0.718
video065,2,person,1.5,19.0,17.5,71,0.8463
video065,3,person,1.5,6.25,4.75,18,0.7003
video065,4,person,1.5,6.25,4.75,20,0.8846
video065,5,person,1.5,12.5,11.0,45,0.8237
video065,6,person,1.5,8.0,6.5,22,0.6118
video065,7,person,1.5,6.25,4.75,19,0.6059
video065,8,person,1.5,15.25,13.75,31,0.5794
video065,10,chair,1.5,6.25,4.75,19,0.3865
video065,11,person,1.5,6.25,4.75,20,0.6283
video065,14,cup,2.0,2.0,0.0,1,0.6485
video065,15,person,2.0,6.25,4.25,14,0.4842
video065,22,tie,3.0,3.0,0.0,1,0.328
video065,27,person,4.0,4.25,0.25,2,0.3962
video065,31,person,4.75,5.25,0.5,3,0.3044
video065,32,person,5.0,19.0,14.0,32,0.7383
video065,46,person,6.75,24.5,17.75,72,0.8718
video065,47,tie,6.75,7.25,0.5,3,0.5136
video065,49,tv,6.75,7.0,0.25,2,0.3813
video065,54,tie,7.0,7.0,0.0,1,0.4078
video065,66,tv,8.0,12.5,4.5,19,0.6726
video065,76,tie,8.75,9.75,1.0,5,0.5631
video065,78,umbrella,8.75,10.75,2.0,8,0.4159
video065,81,person,9.0,19.0,10.0,39,0.6779
video065,82,umbrella,9.0,11.5,2.5,3,0.4432
video065,87,tie,10.25,10.5,0.25,2,0.3864
video065,88,dining table,10.25,10.25,0.0,1,0.3912
video065,102,tie,11.5,11.5,0.0,1,0.3772
video065,117,umbrella,12.5,16.5,4.0,6,0.6722
video065,123,tie,13.0,15.25,2.25,10,0.6922
video065,125,laptop,13.0,15.25,2.25,5,0.3562
video065,126,person,13.25,33.75,20.5,67,0.8678
video065,133,dining table,14.5,24.25,9.75,22,0.4501
video065,138,person,15.75,17.5,1.75,7,0.6281
video065,139,person,15.75,17.0,1.25,3,0.6415
video065,140,person,15.75,33.75,18.0,64,0.7804
video065,151,person,16.25,16.5,0.25,2,0.5042
video065,154,person,16.75,19.0,2.25,10,0.4117
video065,158,person,16.75,19.0,2.25,10,0.5393
video065,175,chair,18.5,19.0,0.5,3,0.3716
video065,182,tie,19.5,23.0,3.5,15,0.751
video065,186,couch,24.0,24.5,0.5,3,0.7506
video065,191,chair,25.0,26.75,1.75,8,0.6232
video065,192,person,25.0,26.75,1.75,8,0.3283
video065,199,potted plant,28.75,33.75,5.0,21,0.6656
